Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота|Адрес
8634/0205|2020-09-28 19:18:00|ПН-ПТ 09:00-19:00, СБ 10:00-14:30, ВС выходной|90.0|54.99281999421902|73.26104997343433|г Омск,улица Дианова, дом 7 корпус 1
8634/0206|2021-05-05 09:51:55|ПН-ПТ 09:00-18:30, СБ-ВС выходной|100.0|54.96038999173808|73.41327002896614|г Омск,улица Богдана Хмельницкого, дом 214
8634/0208|2020-09-28 19:18:01|ПН-ПТ 09:30-19:00, СБ 09:30-15:00, ВС выходной|100.0|54.96263001345221|73.38515997556277|г Омск, проспект Карла Маркса, дом 24
8634/0210|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|90.97|54.98807001159904|73.40238000890352|г Омск,улица Иркутская, дом 70 корпус 1
8634/0217|2020-09-28 19:18:01|ПН-ПТ 09:00-19:30, СБ 09:00-18:00, ВС выходной|91.76|54.98577001736768|73.31304995963026|г Омск,улица 70 лет Октября, дом 12 корпус 1
8634/0220|2020-09-28 19:18:00|ПН-ПТ 09:30-18:30, СБ-ВС выходной|98.18|54.97924001187982|73.31621002094644|г Омск,улица Конева, дом 20/1
8634/0223|2020-09-28 19:18:00|ПН-ПТ 09:00-18:30, СБ 09:30-15:00, ВС выходной|84.54|54.97875998028496|73.46556002901195|г Омск,улица Товстухо, дом 1А
8634/0224|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|55.03245000961817|73.25083000271155|г Омск,улица 50 лет Профсоюзов, дом 111
8634/0227|2020-09-28 19:18:00|ПН-ПТ 09:00-19:00, СБ 09:00-15:00, ВС выходной|100.0|54.97300002024184|73.39574003284599|г Омск,улица Масленникова, дом 62
8634/0228|2020-09-28 19:18:00|ПН-ПТ 09:00-19:00, СБ 09:00-15:30, ВС выходной|92.0|54.93349321527126|73.32905732167883|г Омск,улица Олега Кошевого, дом 21 корпус 1
8634/0232|2020-09-28 19:18:01|ПН-ПТ 09:00-19:00, СБ-ВС выходной|100.0|54.9449599976395|73.38488001999673|г Омск, проспект Карла Маркса, дом 64
8634/0233|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|54.93941000427091|73.42401001296193|г Омск,улица 15-я Рабочая, дом 24
8634/0234|2020-09-28 19:18:00|ПН-ПТ 09:00-19:00, СБ 09:00-15:00, ВС выходной|100.0|55.00668999040812|73.34358003611842|г Омск,улица Красный Путь, дом 111
8634/0235|2020-11-03 09:55:58|ПН-ПТ 08:30-16:45, СБ-ВС выходной|97.92|54.70645153780417|73.01801404815868|Омская область, с Азово,площадь Возрождения, дом 1
8634/0237|2021-05-05 09:51:55|ПН-ПТ 09:30-18:30, СБ-ВС выходной|92.43|55.0363200181333|73.45684997432718|г Омск,улица Краснознаменная, дом 26 корпус 3
8634/0238|2020-09-28 19:18:01|ПН-ПТ 09:00-19:00, СБ-ВС выходной|90.34|54.99611001694393|73.2335600132279|г Омск,улица Дианова, дом 26 корпус 1
8634/0239|2021-05-12 12:42:01|ПН-ПТ 09:00-19:00, СБ 09:30-16:00, ВС выходной|91.25|54.99726001405961|73.28467998340943|г Омск, проспект Комарова, дом 6 корпус 1
8634/0242|2020-09-28 19:18:00|ПН-ПТ 09:30-18:30, СБ-ВС выходной|91.52|54.99778936129258|73.35594852186274|г Омск,улица Красный Путь, дом 24 корпус 1
8634/0249|2020-09-28 19:18:00|ПН-ПТ 09:00-18:30, СБ 10:00-15:00, ВС выходной|98.57|54.98478289609256|73.38661590466943|г Омск,улица Маршала Жукова, дом 4/1
8634/0251|2020-09-28 19:18:00|ПН-ПТ 10:00-19:00, СБ-ВС выходной|100.0|55.00424000201943|73.29593998067824|г Омск,улица Крупской, дом 10
8634/00256|2022-07-02 03:26:48|ПН выходной, ВТ-ПТ 08:30-17:30, СБ 08:45-13:45, ВС выходной|99.81|54.94858001589245|73.03421002488312|Омская область, Омский район , с Лузино,улица 30 лет Победы, дом 15
8634/0272|2021-06-07 13:59:09|ПН-ПТ 09:00-19:00, СБ 09:00-15:00, ВС выходной|90.67|55.04132716046222|73.2774386481908|г Омск,улица 22 Апреля, дом 19 корпус 1
8634/0278|2020-11-03 09:55:58|ПН-ПТ 08:30-18:00, СБ-ВС выходной|94.91|54.58529999227511|73.64455003926741|Омская область,рабочий поселок Таврическое,улица Ленина, дом 101
8634/0290|2021-05-12 12:42:01|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.0|53.77913001169409|73.87775998277485|Омская область,рабочий поселок Русская Поляна,улица Ленина, дом 64
8634/0300|2021-05-12 12:42:01|ПН-ПТ 08:00-17:00, СБ-ВС выходной|95.09|54.20428998032784|73.55896996965583|Омская область,рабочий поселок Павлоградка,улица Колхозная, дом 10
8634/0306|2021-05-12 12:42:01|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.33|54.17092857832135|74.69613381113402|Омская область,рабочий поселок Нововаршавка,улица Красный Путь, дом 43
8634/0313|2021-05-12 12:42:01|ПН-ПТ 09:00-17:15, СБ-ВС выходной|97.58|54.20999998422806|72.96010997749869|Омская область, с Одесское,улица Ленина, дом 34
8634/0324|2021-02-24 17:08:52|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|96.23|54.91738001579296|71.26705002564333|Омская область,город Исилькуль,улица Коммунистическая, дом 14
8634/0337|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|94.72|54.94051000333414|71.93242997486723|Омская область,рабочий поселок Москаленки,улица Ленина, дом 21
8634/0347|2020-09-25 10:59:46|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.45|55.5647200139075|71.35049002773616|Омская область,город Называевск,улица Ленина, дом 49
8634/0356|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|94.72|55.15433000640681|72.69432996990827|Омская область,рабочий поселок Любинский,улица Почтовая, дом 4
8634/0366|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.35|55.87060998467291|72.19192003467674|Омская область,город Тюкалинск,улица Ленина, дом 38
8634/0375|2021-06-21 15:42:16|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.09|56.01129000355084|71.51415003999796|Омская область,рабочий поселок Крутинка,улица Кооперативная, дом 1
8634/0380|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.25|54.36917999497112|71.75988003227855|Омская область,рабочий поселок Полтавка,улица Комсомольская, дом 11А
8634/0387|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|93.52|54.96018009647592|72.63975469638062|Омская область,рабочий поселок Марьяновка,улица Ленина, дом 2
8634/0396|2021-08-17 12:37:14|ПН-ПТ 08:30-17:30, СБ-ВС выходной|94.91|54.6301599799796|72.39311999287136|Омская область,рабочий поселок Шербакуль,улица 60 лет ВЛКСМ, дом 3
8634/0405|2020-09-25 10:59:46|ПН-ПТ 08:30-18:00, СБ-ВС выходной|96.0|55.05513001468736|74.58584002898345|Омская область,город Калачинск,улица Петра Ильичева, дом 18
8634/0419|2021-06-21 15:42:16|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.69|54.83998998759313|75.07375002609274|Омская область,рабочий поселок Оконешниково,улица Коммунистическая, дом 80
8634/0425|2021-05-12 12:42:01|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.17|55.37197001994213|74.36247002070886|Омская область,рабочий поселок Горьковское,улица Красный Путь, дом 3
8634/0435|2021-08-17 12:37:14|ПН-ПТ 08:30-16:45, СБ-ВС выходной|97.58|55.42883000123726|74.94223997692683|Омская область, с Нижняя Омка,улица Петра Ильичева, дом 14
8634/0446|2020-11-03 09:55:58|ПН-ПТ 09:00-18:00, СБ-ВС выходной|94.29|54.15300999961468|74.79787996727873|Омская область,рабочий поселок Черлак,улица Ленина, дом 95
8634/045|2020-09-28 19:18:00|ПН-ПТ 09:15-18:45, СБ 09:30-15:00, ВС выходной|100.0|54.9363200156653|73.37754996185078|г Омск,улица Котельникова, дом 10
8634/0455|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.25|55.00302999047705|74.09144000806447|Омская область,рабочий поселок Кормиловка,улица Пролетарская, дом 15
8634/0463|2021-02-24 17:08:41|ПН-ПТ 08:30-17:30, СБ-ВС выходной|93.9|56.89646189104532|74.38302062212247|Омская область,город Тара,улица Спасская, дом 47
8634/0465|2021-02-24 17:08:41|ПН-ПТ 09:00-18:00, СБ-ВС выходной|94.74|56.89347001579287|74.3818300377493|Омская область,город Тара,улица Ленина, дом 68
8634/0476|2021-02-24 17:08:34|ПН-ПТ 08:30-17:00, СБ-ВС выходной|97.58|57.12807998858767|73.8282899902334|Омская область, с Знаменское, пер Рабочий, дом 7
8634/0479|2021-06-21 15:42:16|ПН-ПТ 08:30-16:45, СБ-ВС выходной|97.58|56.46376998930413|73.61006001644304|Омская область, с Колосовка,улица Кирова, дом 9
8634/0483|2021-05-12 12:42:01|ПН-ПТ 08:30-17:30, СБ-ВС выходной|93.41|57.51928738429397|72.4011857880228|Омская область,рабочий поселок Тевриз,улица Школьная, дом 24
8634/0485|2021-12-13 14:19:25|ПН-ПТ 08:30-16:45, СБ-ВС выходной|97.58|57.69614124164818|71.17331012154126|Омская область, с Усть-Ишим,улица Советская, дом 88Б
8634/0487|2021-09-21 12:27:08|ПН-ПТ 08:30-17:30, СБ-ВС выходной|94.62|56.37748001440312|75.25264004024334|Омская область,рабочий поселок Муромцево,улица Ленина, дом 42
8634/0494|2021-05-12 12:42:01|ПН-ПТ 09:00-17:15, СБ-ВС выходной|98.01|56.94896820523216|75.29363117427985|Омская область, с Седельниково,улица Советская, дом 32
8634/0495|2020-09-25 10:59:45|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.25|55.60953000355957|73.49605004000293|Омская область,рабочий поселок Саргатское,улица Октябрьская, дом 12А
8634/0502|2021-08-17 12:37:14|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.48|56.09207998313573|74.63613002311257|Омская область,рабочий поселок Большеречье,улица Красноармейская, дом 5
8634/058|2020-09-28 19:18:01|ПН-ПТ 09:00-18:30, СБ 09:00-16:30, ВС выходной|100.0|54.95108000233353|73.3279300170615|г Омск,улица 12 Декабря, дом 115
8634/061|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|54.95063001986156|73.45539998889686|г Омск,улица 3-я Молодежная, дом 49
8634/083|2021-09-21 12:27:08|ПН-ПТ 09:00-18:30, СБ 09:30-15:00, ВС выходной|100.0|54.92439998543094|73.47142995962474|г Омск,улица 6-я Станционная, дом 39
8634/098|2021-08-17 12:37:14|ПН-ПТ 09:30-18:30, СБ 09:00-15:00, ВС выходной|98.33|54.92024997944023|73.41197997024841|г Омск,улица Гуртьева, дом 37/1
8644/01|2020-09-28 19:18:02|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.34799999061414|83.77829000529755|г Барнаул,улица Шевченко, дом 52А
8644/0104|2021-05-12 12:42:01|ПН-ПТ 09:00-19:00, СБ 09:00-13:00, ВС выходной|100.0|53.38241000817268|83.72390000323014|г Барнаул,улица Германа Титова, дом 17
8644/0118|2021-08-17 12:37:14|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС выходной|100.0|53.30616000262376|83.6130899859653|г Барнаул,улица Новосибирская, дом 32
8644/0128|2020-09-28 19:18:02|ПН-ПТ 09:30-18:30, СБ 09:30-15:30, ВС выходной|100.0|53.36557001032193|83.70269001633983|г Барнаул,улица Малахова, дом 64Б
8644/0130|2021-09-21 12:27:08|ПН-ПТ 08:30-18:00, СБ 08:30-15:00, ВС выходной|100.0|53.37205001775737|83.74498996126698|г Барнаул,улица Северо-Западная, дом 54
8644/0134|2021-05-05 09:51:55|ПН-ПТ 09:30-18:30, СБ-ВС выходной|100.0|53.37545001105192|83.74632000166287|г Барнаул, проспект Ленина, дом 167
8644/0136|2021-06-21 15:42:16|ПН-ПТ 08:30-18:30, СБ 08:30-14:00, ВС выходной|100.0|53.35119999169893|83.68284996770456|г Барнаул,улица Георгиева, дом 14В
8644/0137|2021-12-13 14:19:25|ПН-ПТ 08:30-18:30, СБ 09:00-16:00, ВС выходной|100.0|53.37363000650595|83.6672400141448|г Барнаул,улица Юрина, дом 305
8644/0138|2021-12-13 14:19:25|ПН-ПТ 08:30-19:00, СБ 09:00-15:00, ВС выходной|100.0|53.35817997965876|83.70232003913367|г Барнаул,улица Малахова, дом 77
8644/0142|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.34418999652573|83.69471002542167|г Барнаул,улица Малахова, дом 128
8644/0148|2021-05-12 12:42:00|ПН-ПТ 08:30-18:30, СБ 08:30-14:30, ВС выходной|100.0|53.3442300201134|83.68287000045314|г Барнаул, тракт Павловский, дом 132
8644/0153|2020-09-28 19:18:02|ПН-ПТ 09:00-19:00, СБ 09:00-15:30, ВС выходной|100.0|53.33434000300912|83.68115003392154|г Барнаул,улица Балтийская, дом 39
8644/0154|2020-09-28 19:18:02|ПН-ПТ 08:30-18:30, СБ 09:00-16:30, ВС выходной|94.25|53.35879998903667|83.67542997173751|г Барнаул,улица Попова, влд 73А
8644/0160|2021-05-12 12:42:00|ПН-ВС 09:00-21:00|100.0|53.36529788785009|83.75819016979935|г Барнаул, проспект Ленина, дом 96Е
8644/0162|2020-09-28 19:18:02|ПН-ПТ 08:30-18:30, СБ 09:00-15:30, ВС выходной|100.0|53.36849998839597|83.66373000837103|г Барнаул,улица Георгия Исакова, дом 270
8644/0172|2021-06-21 15:42:16|ПН-ПТ 08:00-19:00, СБ 09:00-15:00, ВС 10:00-14:00|98.95|53.33747998966717|83.77526003111865|г Барнаул, проспект Красноармейский, дом 58А/1
8644/0174|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.33450998800552|83.75584997411624|г Барнаул,улица Челюскинцев, дом 78А
8644/0176|2020-09-28 19:18:02|ПН-ПТ 08:00-18:00, СБ-ВС выходной|100.0|53.33632001808672|83.79026003358433|г Барнаул, проспект Ленина, дом 20
8644/0182|2020-09-28 19:18:02|ПН-ПТ 08:30-18:30, СБ 09:00-15:00, ВС выходной|97.65|53.25326000957435|83.6903299780983|г. Барнаул, р.п. Южный, улица Чайковского, д.29
8644/0186|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.35620000649067|83.71408999139169|г Барнаул,улица Антона Петрова, дом 144
8644/0187|2021-05-05 09:51:55|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|53.35854999877444|83.72561996976174|г Барнаул,улица Северо-Западная, дом 159
8644/0191|2020-09-28 19:18:02|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.34817999198484|83.48460999479732|г Барнаул,улица Молодежная, дом 50
8644/0192|2020-09-28 19:18:02|ПН-ПТ 08:00-19:00, СБ 09:00-15:00, ВС выходной|100.0|53.35282000403518|83.76539000485343|г Барнаул, проспект Строителей, дом 10
8644/0195|2021-05-05 09:51:55|ПН-ПТ 10:00-19:00, СБ 10:00-16:00, ВС выходной|100.0|53.3306300050256|83.79482004036885|г. Барнаул, пр-т Ленина, 1а
8644/0198|2021-08-17 12:37:14|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.0|52.25185999751642|79.16587998120389|Алтайский край, с Ключи,улица Центральная, дом 14
8644/0206|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.07|51.81985000233158|79.72585003810275|Алтайский край, с Михайловское,улица Садовая, дом 21
8644/0228|2021-02-24 17:08:44|ПН-ПТ 08:45-17:45, СБ 09:00-13:00, ВС выходной|95.65|51.50069998647118|81.20820000823971|Алтайский край,город Рубцовск, проспект Ленина, дом 171
8644/0234|2021-05-05 09:51:55|ПН-ПТ 08:45-17:45, СБ-ВС выходной|95.92|51.54072001182507|81.22231002022619|Алтайский край,город Рубцовск,улица Комсомольская, дом 68
8644/0238|2021-05-05 09:51:55|ПН-ПТ 09:00-18:00, СБ-ВС выходной|91.87|51.53386809359917|81.22071028903761|Алтайский край,город Рубцовск,улица Октябрьская, зд 2Б
8644/0244|2021-08-17 12:37:14|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.63|51.75730000797535|80.89146004099933|Алтайский край, с Новоегорьевское,улица Машинцева, влд 9
8644/0245|2021-09-21 12:27:08|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.95|52.01389998756997|80.35978997142973|Алтайский край, с Волчиха,улица Ленина, дом 260
8644/0262|2021-02-24 17:09:00|ПН-ПТ 08:30-17:00, СБ 08:30-12:00, ВС выходной|95.45|52.49405001871943|82.77717996517998|Алтайский край,город Алейск,улица Советская, дом 102
8644/0281|2021-05-05 09:51:54|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.35|52.49637000378985|82.75333001406551|Алтайский край,город Алейск, пер Ульяновский, дом 90
8644/0290|2021-12-13 14:19:25|ПН-ПТ 09:00-17:15, СБ-ВС выходной|92.11|51.40032511209127|83.55605174270502|Алтайский край, с Чарышское, пер Школьный, зд 12
8644/0296|2021-08-17 12:37:14|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.09|52.1166399922765|83.30114999939741|Алтайский край, с Усть-Калманка,улица Горького, дом 55
8644/0297|2021-10-27 09:13:30|ПН-ПТ 09:00-17:15, СБ-ВС выходной|95.32|52.70287998146512|81.62566002534032|Алтайский край, с Мамонтово,улица Советская, влд 150
8644/0311|2021-02-24 17:08:32|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.02|52.22026001299744|82.25780002877946|Алтайский край, с Шипуново,улица Советская, дом 67
8644/033|2020-09-28 19:18:02|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.36452998377592|83.7882600276676|г Барнаул, бульвар 9 Января, дом 92
8644/0334|2021-10-27 09:13:30|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|86.53|52.53989119860057|85.21386372933961|Алтайский край,город Бийск,улица Владимира Ленина, дом 244
8644/0338|2021-08-17 12:37:14|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.0|52.66907999881965|84.93267999260348|Алтайский край, с Зональное,улица Торговая, дом 7
8644/0346|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.15|52.29541001948314|86.19288002429198|Алтайский край, с Красногорское,улица Советская, дом 99А
8644/0347|2021-12-13 14:19:25|ПН-ПТ 08:30-17:30, СБ 09:00-14:00, ВС выходной|78.5|52.53290998867382|85.18156996238116|Алтайский край,город Бийск,улица Михаила Митрофанова, влд 12
8644/0350|2021-05-05 09:51:54|ПН-ПТ 09:00-18:00, СБ-ВС выходной|92.66|52.49517000862173|85.14141997561859|Алтайский край,город Бийск,улица Социалистическая, влд 34/1
8644/0354|2021-12-13 14:19:25|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.02|53.07924000689724|85.66197002570237|Алтайский край, с Целинное,улица Советская, дом 34
8644/0379|2021-05-05 09:51:54|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.65|52.51434998238196|85.14913995990025|Алтайский край,город Бийск, пер Николая Липового, дом 72
8644/0384|2021-05-05 09:51:54|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.35|52.51273112779863|85.1700798979813|Алтайский край,город Бийск,улица Советская, дом 219
8644/0385|2021-05-05 09:51:54|ПН-ПТ 09:00-18:00, СБ-ВС выходной|78.03|52.51079999493007|85.15729999409865|Алтайский край,город Бийск,улица имени Героя Советского Союза Васильева, дом 31
8644/0386|2021-05-05 09:51:54|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.74|52.51368999132592|85.13658998773275|Алтайский край,город Бийск,улица Ленинградская, дом 107
8644/0393|2021-06-07 13:59:09|ПН-ПТ 08:00-17:00, СБ 08:30-13:00, ВС выходной|96.23|53.79710103888542|81.34848017572651|Алтайский край,город Камень-на-Оби,улица Ленина, дом 72Б
8644/0411|2021-05-05 09:51:54|ПН-ПТ 08:00-16:00, СБ-ВС выходной|95.61|53.26583001449043|80.77459996602249|Алтайский край, с Баево,улица Ленина, зд 50А
8644/0418|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.95|53.31732000378767|81.49623002926643|Алтайский край, с Тюменцево,улица Ленина, дом 8
8644/0419|2021-05-05 09:51:54|ПН-ПТ 09:00-17:00, СБ-ВС выходной|95.4|53.9627700084647|81.21434997823758|Алтайский край, с Крутиха,улица Ленинградская, влд 29
8644/0429|2021-02-24 17:08:33|ПН-ПТ 09:00-17:15, СБ-ВС выходной|99.05|51.98878001048638|81.82376999492931|Алтайский край, с Поспелиха,улица Советская, дом 44
8644/0439|2021-12-13 14:19:25|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.14|51.60108999889394|82.289540032991|Алтайский край, с Курья,улица Центральная, влд 84Б
8644/0447|2021-12-13 14:19:25|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.4|52.20841998802891|81.3945800072488|Алтайский край, с Новичиха,улица Первомайская, влд 56
8644/0448|2021-12-13 14:19:24|ПН-ПТ 08:30-16:45, СБ-ВС выходной|96.17|51.6705600086928|82.7354100079906|Алтайский край, с Краснощёково,улица Садовая, зд 24
8644/0463|2021-12-13 14:19:24|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.22|52.39210998285193|83.67304003968513|Алтайский край, с Усть-Чарышская Пристань,улица Пушкина, дом 9
8644/0483|2021-09-21 12:27:08|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.09|52.81559998300654|83.11815997730855|Алтайский край, с Топчиха,улица Привокзальная, дом 42
8644/0487|2021-02-24 17:08:43|ПН-ПТ 08:30-18:00, СБ 08:30-13:30, ВС выходной|96.0|52.99507999932163|78.64487999055763|Алтайский край,город Славгород,улица Володарского, дом 121
8644/0488|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.56|53.22685001568257|78.98973998566612|Алтайский край, с Гальбштадт,улица Первомайская, влд 41
8644/0492|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.04|53.83132999009982|80.34018000603663|Алтайский край, с Панкрушиха,улица Зеленая, влд 5
8644/0511|2021-02-24 17:08:37|ПН-ПТ 08:30-17:30, СБ-ВС выходной|89.45|52.91644999427555|78.56632001631255|Алтайский край,город Яровое, кв-л Б, дом 25
8644/0523|2021-05-12 12:42:00|ПН-ПТ 09:00-17:15, СБ-ВС выходной|98.95|52.77672999667783|78.78829996976458|Алтайский край, с Табуны,улица Пушкина, дом 12А
8644/0524|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.82|53.33649000308313|78.32841997888329|Алтайский край, с Бурла,улица Ленина, дом 7
8644/0530|2021-09-21 12:27:08|ПН-ПТ 08:45-17:00, СБ-ВС выходной|98.51|52.56202401122397|78.94702363797408|Алтайский край, Кулундинский район , с Кулунда,улица Первомайская, зд 20А
8644/0539|2021-10-27 09:13:30|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.89|53.62456000578803|79.54414001644784|Алтайский край, с Хабары,улица Ленина, дом 61
8644/0545|2021-02-24 17:08:33|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.63|52.30521001494733|85.0800299947523|Алтайский край, с Смоленское,улица Красноярская, влд 123
8644/0549|2021-02-24 17:08:58|ПН-ПТ 08:30-17:30, СБ-ВС выходной|78.12|51.99285001121129|84.97724003390283|Алтайский край,город Белокуриха,улица Академика Мясникова, влд 6
8644/0556|2021-09-21 12:27:08|ПН-ПТ 09:00-17:15, СБ-ВС выходной|94.94|52.28576001817629|85.41362001812718|Алтайский край, с Советское,улица Ленина, влд 89
8644/0564|2021-05-12 12:42:00|ПН-ПТ 09:00-17:15, СБ-ВС выходной|95.23|51.95177998484661|85.33835999916232|Алтайский край, с Алтайское,улица Ключевая, влд 45А
8644/0572|2021-08-17 12:37:14|ПН-ПТ 09:00-17:15, СБ-ВС выходной|95.32|52.37267968058049|84.39615428523975|Алтайский край, с Быстрый Исток,улица Ленина, влд 54А
8644/0577|2021-05-05 09:51:54|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.48|52.06979001502961|84.10956000169256|Алтайский край, с Петропавловское,улица Ленина, влд 81
8644/0587|2021-05-12 12:42:00|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.17|52.8310500098537|79.8685100301488|Алтайский край,рабочий поселок Благовещенка,улица Советская, дом 36
8644/0593|2021-10-27 09:13:26|ПН-ПТ 08:45-16:30, СБ-ВС выходной|95.95|53.30317001012301|80.0451299734624|Алтайский край, с Верх-Суетка,улица Ленина, зд 81
8644/0601|2021-12-13 14:19:24|ПН-ПТ 08:30-16:45, СБ-ВС выходной|98.92|52.49471998424022|80.2066800092378|Алтайский край, с Родино,улица Ленина, дом 222
8644/0616|2021-09-21 12:27:07|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.23|52.83860998360376|80.91833996629265|Алтайский край, с Завьялово,улица Парфёнова, влд 2А
8644/0625|2021-08-17 12:37:14|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.14|52.61882001190392|81.22474999224056|Алтайский край, с Романово,улица Советская, влд 40
8644/0636|2021-02-24 17:08:53|ПН-ПТ 08:00-17:30, СБ 08:00-13:30, ВС выходной|92.4|53.70393998162072|84.92794002635776|Алтайский край,город Заринск, проспект Строителей, влд 18
8644/0648|2021-05-05 09:51:54|ПН-ПТ 08:30-17:30, СБ-ВС выходной|92.4|53.69850000073131|84.92237000024056|Алтайский край,город Заринск,улица Союза Республик, влд 5
8644/0654|2021-08-17 12:37:13|ПН-ПТ 08:00-16:15, СБ-ВС выходной|95.48|53.99327118401228|84.74548797784159|Алтайский край, с Залесово,улица Партизанская, влд 24Б
8644/0660|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.23|53.46390000240129|85.45002002522818|Алтайский край, с Кытманово,улица Советская, влд 26
8644/0664|2021-09-21 12:27:07|ПН-ПТ 08:00-16:30, СБ-ВС выходной|97.85|53.31234765507081|82.98956134778149|Алтайский край, с Павловск,улица Ленина, дом 32
8644/0668|2021-10-27 09:13:26|ПН-ЧТ 09:00-16:30, ПТ 09:00-16:15, СБ-ВС выходной|93.57|53.32337999405496|82.98832999681508|Алтайский край, Павловский район , с Черемное,улица Юбилейная, дом 10
8644/0672|2021-08-17 12:37:13|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.32|53.4173000154166|82.59947003917745|Алтайский край, с Шелаболиха,улица 50 лет Алтая, влд 1
8644/0680|2021-10-27 09:13:26|ПН выходной, ВТ-ПТ 08:30-16:15, СБ-ВС выходной|97.25|53.24537020988556|83.44532644697134|Алтайский край, Павловский район , п Новые Зори,улица Комсомольская, влд 12
8644/0682|2021-06-21 15:42:16|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.0|53.07740998597694|82.33570001196847|Алтайский край, с Ребриха, проспект Победы, дом 36
8644/0699|2021-02-24 17:08:53|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.56|51.16077001726291|82.18694000606746|Алтайский край,город Змеиногорск,улица Ленина, дом 31
8644/0715|2021-05-12 12:42:00|ПН-ПТ 08:45-17:00, СБ-ВС выходной|95.77|51.00395001517794|82.00065002869843|Алтайский край, с Староалейское,улица Октябрьская, влд 39А
8644/0717|2021-09-21 12:27:07|ПН 08:00-17:00, ВТ-ЧТ 08:30-17:30, ПТ 08:00-17:00, СБ-ВС выходной|91.8|51.00576000334962|81.46600999937675|Алтайский край,город Горняк,улица Миронова, влд 101А
