Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Адрес ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота
9038/01471|2020-09-28 19:18:01|г Москва,улица Дмитриевского, дом 21|ПН-ПТ 08:30-20:00, СБ 09:00-17:30, ВС выходной|100.0|55.70946999160083|37.89461996308276
9038/01480|2021-06-21 15:41:08|г Москва,улица Академика Челомея, дом 4Б|ПН-ПТ 09:30-19:00, СБ-ВС выходной|100.0|55.66234001687837|37.53363000114152
9038/01484|2021-08-17 12:37:22|г Москва,улица Борисовские Пруды, дом 26|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС 10:00-14:30|100.0|55.64000999817625|37.75811002485366
9038/01496|2020-08-18 12:07:28|г Москва,улица Исаковского, дом 31|ПН-ПТ 09:00-19:00, СБ 09:00-16:30, ВС выходной|100.0|55.80618001325342|37.41792998156413
9038/01497|2021-02-01 14:11:45|г Москва,улица Снежная, дом 13 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|90.97|55.85220998891268|37.64556998277342
9038/01498|2021-08-17 12:37:21|г Москва,улица Гарибальди, дом 36|ПН-ПТ 08:30-19:00, СБ 09:00-17:00, ВС выходной|100.0|55.66884998961763|37.55864998212022
9038/01505|2020-10-21 10:28:36|г Москва,улица Профсоюзная, дом 144|ПН-ПТ 08:30-19:00, СБ 09:00-16:30, ВС выходной|100.0|55.62449999881187|37.50813996303273
9038/01515|2021-02-01 14:11:48|г Москва, бульвар Дмитрия Донского, дом 11|ПН-ПТ 08:30-20:00, СБ 09:00-17:00, ВС 10:00-15:00|100.0|55.56666000539747|37.57630998155861
9038/01562|2021-02-01 14:11:46|г Москва,улица Бирюлёвская, дом 37 корпус 1|ПН-ПТ 08:30-20:00, СБ 09:00-16:30, ВС выходной|92.0|55.58909002020448|37.66567003804522
9038/01572|2020-08-18 12:07:28|г Москва, проспект Маршала Жукова, дом 11 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|92.99|55.77506999288457|37.50645000371452
9038/01573|2021-06-21 15:41:08|г Москва,улица Плющиха, дом 42|ПН-ПТ 09:30-18:30, СБ-ВС выходной|100.0|55.7409400147111|37.57624996713187
9038/01577|2021-02-01 14:11:46|г Москва,улица Кантемировская, дом 3 корпус 5 строение 2|ПН-ПТ 08:30-19:00, СБ 09:00-16:30, ВС выходной|86.09|55.50375998276462|36.92483996829245
9038/01581|2021-03-22 12:52:17|г Москва,улица Митинская, дом 47|ПН-ПТ 09:00-20:00, СБ 09:00-17:00, ВС выходной|100.0|55.85105001733223|37.35247997443773
9038/01585|2021-02-01 14:11:47|г Москва,улица Академика Королева, дом 5|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|100.0|55.82090001824355|37.62833000050315
9038/01593|2021-08-31 16:47:44|г Москва,улица Пронская, дом 2|ПН-ПТ 09:00-20:00, СБ 09:00-15:00, ВС выходной|100.0|55.70319001828469|37.84569999102769
9038/01624|2021-02-01 14:11:45|г Москва,улица Таллинская, дом 26|ПН-ПТ 08:30-19:00, СБ 09:00-16:00, ВС выходной|100.0|55.79991998886686|37.40748001141822
9038/01648|2021-05-12 12:41:24|г Москва,улица Авиамоторная, дом 51|ПН-ПТ 08:30-19:30, СБ 10:00-14:00, ВС выходной|100.0|55.74641000281386|37.7209299978432
9038/01655|2021-02-01 14:11:47|г Москва,улица Алтайская, дом 4|ПН-ПТ 08:30-21:00, СБ 09:00-17:00, ВС выходной|100.0|55.81946998174277|37.80249999733758
9038/01657|2021-02-01 14:11:45|г Москва,улица Стромынка, дом 19 корпус 1|ПН-ПТ 08:30-19:00, СБ 09:00-16:30, ВС выходной|91.52|55.79449612455313|37.69808443716167
9038/01658|2019-07-18 11:08:35|г Москва,улица Таганская, дом 31/22|ПН-ПТ 09:30-20:00, СБ 10:00-17:00, ВС выходной|97.14|55.73966001427718|37.6704400115043
9038/01665|2021-02-01 14:11:46|г Москва,улица Енисейская, дом 29|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС 09:30-18:00|100.0|55.87293001165284|37.6645499643239
9038/01668|2020-10-21 10:28:36|г Москва,улица Саянская, дом 18|ПН-ВС 09:00-21:00|100.0|55.76691000059569|37.83430999044063
9038/01673|2020-10-21 10:28:36|г Москва,улица Адмирала Макарова, дом 45|ПН-ПТ 08:30-20:00, СБ 09:00-16:00, ВС выходной|100.0|55.83899998377962|37.48577997902677
9038/01677|2019-06-03 18:17:54|г Москва,улица Марксистская, дом 9|ПН-ПТ 08:30-19:00, СБ 09:00-16:30, ВС выходной|100.0|55.73502000222683|37.66777004006681
9038/01679|2019-06-03 18:17:54|г Москва,улица Старокачаловская, дом 1 корпус 1|ПН-ПТ 08:30-19:00, СБ 09:00-16:00, ВС выходной|92.82|55.56893724549581|37.58673539999526
9038/01683|2021-02-01 14:11:46|г Москва,улица Измайловский Вал, дом 20|ПН-ВС 09:00-21:00|100.0|55.78447000392921|37.7189299919265
9038/01688|2021-02-01 14:11:46|г Москва,улица Каховка, дом 23|ПН-ПТ 08:30-19:30, СБ 09:00-16:00, ВС выходной|100.0|55.6545100201175|37.5745200261355
9038/01702|2020-10-21 10:28:36|г Москва,улица Гиляровского, дом 39 строение 3|ПН-ПТ 08:30-19:30, СБ-ВС выходной|90.53|55.78350000818423|37.63204997295145
9038/01715|2020-08-18 12:07:28|г Москва,улица Братиславская, дом 16 корпус 1|ПН-ПТ 09:00-20:00, СБ 10:00-16:00, ВС выходной|92.43|55.65894999804857|37.75792000710868
9038/01733|2021-02-01 14:11:46|г Москва,улица Борисовские Пруды, дом 12 корпус 1|ПН-ПТ 10:30-20:00, СБ 11:00-17:00, ВС выходной|93.0|55.63653179523097|37.74193774678377
9038/01734|2020-10-21 10:28:36|г Москва,улица Генерала Белобородова, дом 11|ПН-ПТ 08:30-20:00, СБ 09:00-17:00, ВС выходной|100.0|55.83677002034932|37.35463999088603
9038/01735|2021-08-17 12:37:21|г Москва,улица Каланчевская, дом 15|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|100.0|55.77155001264603|37.65150998609676
9038/01741|2021-08-31 16:46:14|г Москва,улица Смольная, дом 35 строение 1|ПН-ПТ 10:00-19:00, СБ-ВС выходной|89.41|55.86108001221953|37.48130999388235
9038/01745|2021-05-12 12:42:25|г Москва,улица Плещеева, дом 4|ПН-ПТ 08:30-20:30, СБ 10:00-16:30, ВС 10:00-16:00|100.0|55.88373998454014|37.60642004087867
9038/01747|2020-10-21 10:28:36|г Москва,улица Адмирала Лазарева, дом 24|ПН-ПТ 09:30-20:00, СБ 10:00-17:00, ВС выходной|100.0|55.5469100203118|37.53244999681249
9038/01758|2021-06-07 13:59:18|г Москва,улица Воздвиженка, дом 9 строение 2|ПН-ПТ 09:00-19:30, СБ 09:00-18:00, ВС выходной|90.0|55.75258000556033|37.60491004102161
9038/01760|2021-06-07 13:59:18|г Москва,улица Люблинская, дом 38|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|100.0|55.68673998847919|37.73622001415873
9038/01761|2021-03-22 12:52:17|г Москва,улица Череповецкая, дом 20|ПН-ПТ 08:30-21:00, СБ 09:00-17:00, ВС 10:00-15:00|100.0|55.89766002069118|37.58100996612617
9038/01764|2020-08-18 12:07:28|г Москва,улица Новослободская, дом 16|ПН-ВС 09:00-21:00|100.0|55.78166001279916|37.59941000379595
9038/01778|2021-05-12 12:42:25|г Москва,улица Соколово-Мещерская, дом 14|ПН-ПТ 09:00-19:30, СБ 09:00-17:00, ВС выходной|100.0|55.89602999198067|37.39024002914795
9038/01803|2021-02-24 17:08:38|г Москва,город Щербинка,улица 40 лет Октября, дом 15/1|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|94.42|55.51161876855306|37.57397403612493
9038/01807|2021-02-24 17:08:38|г Москва,город Щербинка,улица Железнодорожная, дом 44|ПН-ПТ 10:00-20:00, СБ 10:00-19:00, ВС 10:00-18:00|95.56|55.49912001262379|37.56797996236384
9038/0182|2021-06-21 15:42:26|г Москва,улица Хамовнический Вал, дом 36|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|100.0|55.72259999146806|37.55837002655414
9038/01877|2020-08-18 12:07:28|г Москва,улица Егора Абакумова, дом 10 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|92.63|55.87943634581136|37.71482013941986
9038/01893|2021-08-17 12:37:21|г Москва,улица Красноказарменная, дом 23|ПН-ПТ 10:00-19:00, СБ 10:00-17:00, ВС выходной|100.0|55.75361999019682|37.71320003909673
9038/023|2021-02-01 14:11:47|г Москва,улица Черкизовская Б., дом 22 корпус 1|ПН-ПТ 10:00-19:00, СБ-ВС выходной|90.15|55.7988399806427|37.73369002050427
9038/0257|2022-01-17 03:21:45|г Москва,улица Нагатинская, дом 16|ПН-ПТ 10:00-20:00, СБ-ВС выходной|100.0|55.67877998840007|37.64291996026549
9038/030|2021-05-12 12:41:24|г Москва,улица Дмитровка Б., дом 21/7|ПН-ПТ 10:00-19:00, СБ-ВС выходной|95.96|55.76549999684352|37.61023003496706
9038/0313|2021-06-21 15:42:26|г Москва,улица Главная, дом 29|ПН-ПТ 09:00-19:30, СБ 10:00-15:00, ВС выходной|100.0|55.82000998585485|37.87228001182538
9038/0386|2021-05-12 12:42:24|г Москва,улица Тимирязевская, дом 10/12|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|97.5|55.81220999630736|37.56809999121731
9038/0406|2021-05-12 12:42:24|г Москва,улица Верхняя Первомайская, дом 59/35 корпус 2|ПН-ПТ 09:00-19:30, СБ 10:00-16:30, ВС выходной|92.0|55.79986001634964|37.80486000599566
9038/0429|2020-08-18 12:07:28|г Москва,улица Онежская, дом 12|ПН-ПТ 08:30-19:30, СБ 09:00-17:30, ВС выходной|100.0|55.84943997946075|37.52155000228507
9038/0440|2021-02-01 14:11:47|г Москва,улица Бажова, дом 24 корпус 2|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|90.67|55.83603999849225|37.66500996317018
9038/047|2021-06-07 13:59:18|г Москва,улица Лесная, дом 4 строение 1|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|88.39|55.42182000606405|37.41765002599809
9038/0474|2021-06-21 15:42:26|г Москва,улица Покровка, дом 19|ПН-ПТ 08:30-20:30, СБ 10:00-17:00, ВС выходной|100.0|55.7596299824117|37.64651998767934
9038/0482|2021-05-12 12:42:21|г Москва, линия 9-я Северная, дом 1 корпус 1|ПН-ПТ 08:30-20:30, СБ 09:00-17:00, ВС выходной|91.52|55.93525998105073|37.55263001544057
9038/0505|2021-06-07 13:59:18|г Москва,улица Шарикоподшипниковская, дом 13 строение 1|ПН-ПТ 09:00-19:30, СБ 09:30-16:00, ВС выходной|92.34|55.72176339557164|37.68273076445924
9038/0520|2021-06-07 13:59:18|г Москва,улица Барклая, дом 16 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|90.97|55.74592598434643|37.49613573047235
9038/0524|2021-08-17 12:37:20|г Москва,улица Тверская, дом 22|ПН-ПТ 09:00-20:30, СБ 10:00-18:00, ВС выходной|100.0|55.76748998638593|37.60119995921906
9038/0541|2021-05-12 12:42:20|г Москва,улица Большая Марфинская, дом 6|ПН-ПТ 08:30-19:30, СБ 09:00-17:30, ВС выходной|100.0|55.8320899847113|37.59272996224124
9038/0668|2021-02-01 14:11:47|г Москва,улица Автозаводская, дом 7|ПН-ПТ 09:00-20:00, СБ 09:00-17:00, ВС выходной|100.0|55.70792001006564|37.66034996028074
9038/0711|2020-08-18 12:07:28|г Москва,улица Гризодубовой, дом 4 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|92.0|55.78430350196843|37.52195928454925
9038/0770|2021-06-07 13:59:18|г Москва,улица Азовская, дом 24 строение 1|ПН-ПТ 08:30-20:00, СБ 09:00-17:00, ВС выходной|89.41|55.64698998613608|37.59655001461346
9038/0779|2021-08-17 12:35:24|г Москва,улица Мосфильмовская, дом 17/25|ПН-ПТ 09:00-19:00, СБ-ВС выходной|97.58|55.71563866074867|37.51589542812722
9038/0822|2021-08-31 16:47:44|г Москва,улица Лётчика Бабушкина, дом 37 корпус 2|ПН-ПТ 08:30-19:30, СБ 09:00-16:00, ВС выходной|93.0|55.87269283229001|37.67733630461981
9038/0827|2021-05-12 12:42:20|г Москва,улица Тушинская, дом 17|ПН-ПТ 09:00-19:30, СБ 09:30-18:00, ВС выходной|100.0|55.82674999992676|37.44493001952998
9038/0872|2021-05-12 12:41:24|г Москва,улица Севанская, дом 23|ПН-ПТ 09:30-19:30, СБ-ВС выходной|100.0|55.62392998748641|37.64825998695952
9038/097|2021-05-12 12:41:24|г Москва,улица Беговая, дом 17 корпус 1|ПН-ПТ 10:00-19:00, СБ-ВС выходной|90.97|55.7818061700991|37.55788096556379
0017/0217|2021-02-15 13:08:55|Ярославская область, Некрасовский район ,рабочий поселок Некрасовское,улица Строителей, дом 6|ПН-ПТ 09:00-18:00, СБ-ВС выходной|99.13|57.68128999866605|40.36385001631632
0017/0237|2021-03-09 12:17:14|Ярославская область,город Переславль-Залесский,улица Менделеева, дом 2|ПН-ПТ 08:30-17:30, СБ 09:00-14:00, ВС выходной|96.72|56.75690999569227|38.86777996032862
0017/0258|2021-03-09 12:17:12|Ярославская область, Ростовский район ,рабочий поселок Семибратово,улица Строителей, дом 11|ПН-ПТ 09:00-17:30, СБ-ВС выходной|99.1|57.30001000561751|39.54068995990824
8604/0141|2021-08-31 16:46:13|Тульская область, Щекинский район ,город Советск,улица Октябрьская, дом 35|ПН-ПТ 09:00-18:00, СБ-ВС выходной|99.19|53.93516999386958|37.63439003267996
8604/0142|2021-02-15 13:08:55|Тульская область, Щекинский район ,рабочий поселок Первомайский, проспект Улитина, дом 13А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|99.08|54.03699000088358|37.50441999058444
8604/0235|2021-02-15 13:08:59|Тульская область,город Донской, мкр Центральный,улица Октябрьская, дом 44|ПН-ЧТ 08:45-18:30, ПТ 08:30-18:30, СБ 09:00-16:00, ВС выходной|97.15|53.9681400004626|38.3202499888466
8604/0236|2021-06-07 13:58:25|Тульская область,город Донской, мкр Северо-Задонск,улица Школьная, дом 15Б|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.71|54.03106998839931|38.39223000146086
8604/0240|2021-06-21 15:41:07|Тульская область,город Донской, мкр Центральный,улица Октябрьская, дом 126|ПН-ПТ 09:00-18:30, СБ-ВС выходной|97.17|53.96556998322046|38.29100997107616
8605/0186|2021-02-15 13:08:57|Брянская область,город Новозыбков,улица Первомайская, дом 19|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|96.15|52.53244001536277|31.93410000388235
8605/0214|2021-02-24 17:08:51|Брянская область,город Клинцы,улица Октябрьская, дом 19|ПН-ПТ 08:30-18:30, СБ 10:00-13:30, ВС выходной|95.74|52.75092999578962|32.23524996649252
8605/0219|2021-05-12 12:42:19|Брянская область,город Клинцы, проспект Ленина, дом 20|ПН-ПТ 08:30-17:30, СБ 09:00-12:30, ВС выходной|95.56|52.75294001808061|32.23708996187759
8605/0285|2021-06-07 13:59:17|Брянская область,город Стародуб,улица Свердлова, дом 18А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|52.59005019641585|32.75926518412954
8606/0133|2021-08-17 12:37:20|Рязанская область,город Скопин,улица К.Маркса, дом 84|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.45|53.82402998107673|39.5491199752079
8606/079|2021-06-07 13:59:17|Рязанская область,город Сасово,улица Ленина, дом 16|ПН-ПТ 08:00-17:30, СБ 08:00-14:30, ВС выходной|95.35|54.34301999134152|41.91810003571123
8607/0173|2021-06-21 15:42:24|Тверская область,город Кашин,улица Анатолия Луначарского, дом 6|ПН-ПТ 08:30-17:30, СБ выходной, ВС 08:30-12:30|96.3|57.36047998879127|37.61066002659996
8607/0197|2021-08-31 16:46:13|Тверская область,город Ржев,улица Грацинского, дом 8|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.45|56.25841998320931|34.32319998476802
8607/0202|2021-08-17 12:37:19|Тверская область,город Ржев,улица Ленина, дом 5Б|ПН-ПТ 08:30-17:30, СБ 08:30-14:30, ВС выходной|95.0|56.26407998905708|34.32867001478033
8607/0215|2021-02-24 17:08:55|Тверская область,город Вышний Волочек,улица Сиверсова, дом 16|ПН-ПТ 08:30-17:30, СБ 08:30-13:30, ВС выходной|96.15|57.58485000002423|34.56531997516998
8607/0248|2021-06-21 15:42:24|Тверская область,город Торжок,площадь 9 Января, дом 7|ПН-ПТ 08:30-17:30, СБ 08:30-13:00, ВС выходной|94.35|57.04159376523899|34.95954675496893
8607/0257|2021-05-12 12:42:18|Тверская область,город Нелидово,улица Панфилова, дом 6|ПН-ПТ 08:30-17:30, СБ 09:00-13:00, ВС выходной|95.65|56.22145998115718|32.77379998600753
8607/0280|2021-02-24 17:08:51|Тверская область,город Кимры,улица Троицкая, дом 9/11|ПН-ПТ 08:30-17:30, СБ 09:00-14:00, ВС выходной|93.64|56.87230998504549|37.35546996693847
8607/0285|2021-08-31 16:47:43|Тверская область,город Кимры,улица 50 лет ВЛКСМ, дом 33|ПН выходной, ВТ-ПТ 08:30-17:45, СБ 08:00-15:45, ВС выходной|95.56|56.86531000624657|37.36989999998821
8608/0229|2021-05-12 12:42:17|Калужская область, Жуковский район ,город Кременки,улица Ленина, дом 2|ПН-ПТ 09:00-18:00, СБ-ВС выходной|99.14|54.88408001367193|37.12197000958116
8608/0252|2021-02-15 13:08:56|Калужская область,город Обнинск,улица Курчатова, дом 18А|ПН-ПТ 09:30-18:30, СБ-ВС выходной|95.83|55.10330999042063|36.6153500120227
8609/0103|2021-02-15 13:08:55|Смоленская область, Дорогобужский район , пгт Верхнеднепровский,улица Молодежная, дом 10|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|54.98354998649262|33.3430199759747
8609/075|2021-02-24 17:08:54|Смоленская область,город Десногорск, мкр 3, дом 9|ПН-ПТ 08:30-18:00, СБ-ВС выходной|95.0|54.15069998900904|33.27709999553724
9040/00100|2020-12-24 14:56:45|Московская область,город Балашиха,улица Объединения, дом 7/27|ПН-ПТ 08:00-20:00, СБ 09:00-18:00, ВС выходной|94.62|55.82585224984351|37.96966939939269
9040/00103|2021-08-31 16:47:43|Московская область,город Балашиха, мкр Заря,улица Советская, дом 9|ПН выходной, ВТ-ПТ 09:00-19:00, СБ 09:30-16:30, ВС выходной|97.52|55.75647000491455|38.07983001604669
9040/00104|2021-10-27 09:13:32|Московская область,город Балашиха,улица Советская, дом 6/17|ПН-ПТ 08:30-20:30, СБ 09:00-17:30, ВС выходной|94.4|55.79748999131726|37.93515995980016
9040/00108|2021-08-31 16:47:43|Московская область,город Балашиха, мкр Гагарина, дом 28|ПН выходной, ВТ-ПТ 09:00-19:00, СБ 10:00-16:00, ВС выходной|92.39|55.755133655683|38.08320654462958
9040/00110|2020-11-17 10:21:45|Московская область,город Балашиха, проспект Ленина, дом 47|ПН-ПТ 09:00-19:30, СБ 09:00-17:00, ВС выходной|95.92|55.79755998020877|37.94735998751008
9040/00113|2020-11-17 10:21:45|Московская область,город Балашиха,улица 40 лет Победы, дом 1|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|55.8141700205459|37.9674899661762
9040/00115|2021-05-12 12:42:16|Московская область,город Балашиха,улица Некрасова, дом 12|ПН-ПТ 08:30-19:00, СБ 09:00-16:30, ВС выходной|95.92|55.79190999073532|37.97070995810009
9040/00118|2021-02-01 14:11:42|Московская область,город Реутов,улица Ленина, дом 4|ПН-ПТ 09:00-19:30, СБ 09:00-18:30, ВС выходной|95.35|55.75420001789658|37.85912997920957
9040/00128|2021-02-01 14:11:42|Московская область,город Реутов,улица Кирова, дом 9|ПН-ПТ 10:00-19:00, СБ 10:00-15:00, ВС выходной|95.35|55.75780000340092|37.85140999492788
9040/00129|2021-08-31 16:47:42|Московская область,город Балашиха, мкр Кучино,улица Южная, дом 3|ПН-ПТ 09:00-18:30, СБ 09:00-16:30, ВС выходной|89.43|55.74186001240363|37.918149976953
9040/00130|2021-02-01 14:11:51|Московская область,город Балашиха, мкр Железнодорожный,улица Пролетарская, дом 5|ПН-ПТ 08:30-20:00, СБ 09:00-18:30, ВС выходной|98.84|55.74798999156243|38.00974003877946
9040/00141|2020-11-17 10:21:46|Московская область,город Балашиха, мкр Железнодорожный,улица Юбилейная, дом 2 корпус 1|ПН-ПТ 09:00-19:00, СБ 10:00-15:30, ВС выходной|97.95|55.74232001124989|38.01573997271049
9040/00143|2021-08-31 16:47:42|Московская область,город Балашиха, мкр Железнодорожный, проспект Героев, дом 6|ПН-ПТ 09:30-19:00, СБ 10:00-14:00, ВС выходной|98.79|55.74114000692086|38.00174998957746
9040/00217|2021-08-31 16:47:42|Московская область,город Домодедово, мкр Центральный,улица Каширское шоссе, дом 60|ПН-ПТ 08:30-18:30, СБ 08:30-17:00, ВС выходной|96.59|55.4334700132876|37.76609001577185
9040/0221|2020-11-17 10:21:46|Московская область,город Домодедово, мкр Авиационный, проспект академика Туполева, дом 2Б|ПН-ПТ 09:00-18:30, СБ 10:00-15:30, ВС выходной|98.95|55.41596052575822|37.83565411591027
9040/00226|2021-06-07 13:59:16|Московская область,город Домодедово, мкр Западный,улица Рабочая, дом 49|ПН-ПТ 09:00-18:30, СБ 09:00-17:00, ВС выходной|89.33|55.42495999272214|37.76520999975745
9040/00400|2021-05-12 12:42:16|Московская область,город Дмитров,улица Семенюка, дом 5|ПН-ПТ 08:30-19:00, СБ 09:00-15:00, ВС выходной|95.65|56.34810999331441|37.51774000819668
9040/00401|2021-06-21 15:42:24|Московская область,город Дмитров,город Яхрома,улица Конярова, дом 2А|ПН-ПТ 08:30-17:00, СБ 08:30-15:00, ВС выходной|98.28|56.2882440424313|37.48237630665367
9040/00416|2021-02-24 17:08:54|Московская область,город Дмитров,улица Космонавтов, дом 52|ПН выходной, ВТ-ПТ 08:30-18:00, СБ 08:30-15:30, ВС выходной|96.0|56.34129001588622|37.54817997922569
9040/00418|2021-06-21 15:42:24|Московская область,город Дмитров, мкримени Константина Аверьянова, дом 3|ПН-ПТ 09:00-18:00, СБ 09:00-16:00, ВС выходной|83.37|56.35209998877352|37.52299998771539
9040/00419|2021-05-12 12:42:16|Московская область,город Талдом,площадь К.Маркса, дом 18|ПН-ПТ 09:00-18:00, СБ 09:00-16:00, ВС выходной|94.64|56.73109144075209|37.526967520124
9040/00426|2021-06-21 15:42:24|Московская область,город Дубна,улица Тверская, дом 9|ПН-ПТ 09:00-19:00, СБ-ВС выходной|95.45|56.75999000983313|37.1374399853579
9040/00427|2021-02-24 17:08:54|Московская область,город Дубна,улица Советская, дом 19|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.65|56.74581000895509|37.19550997819542
9040/00430|2021-06-21 15:42:23|Московская область,город Дубна, проспект Боголюбова, дом 15|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|56.73732999560298|37.16578003818438
9040/00500|2021-05-12 12:42:16|Московская область,город Егорьевск,улица Советская, дом 113|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.08|55.38187998597598|39.03838999524638
9040/00515|2021-02-24 17:08:54|Московская область,город Егорьевск, мкр 4-й, дом 1|ПН-ПТ 08:30-18:30, СБ-ВС выходной|95.0|55.36631001409438|39.06941996843992
9040/00516|2021-02-24 17:08:54|Московская область,город Егорьевск, мкр 6-й, дом 2|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.0|55.38118001324179|39.052209993383
9040/00518|2021-06-21 15:42:23|Московская область,город Шатура, проспект Ильича, дом 59|ПН-ПТ 09:00-19:00, СБ 09:00-15:30, ВС выходной|95.74|55.57606001644211|39.51729003317527
9040/00519|2021-06-07 13:59:16|Московская область,город Рошаль,улица Свердлова, дом 17|ПН-ПТ 08:30-18:00, СБ 09:00-15:30, ВС выходной|95.74|55.66188999249687|39.85333997749413
9040/00534|2021-05-12 12:42:16|Московская область,город Шатура, проспект Ильича, дом 21/9|ПН-ПТ 08:30-18:30, СБ 09:00-14:30, ВС выходной|95.0|55.57559209956487|39.5386382534425
9040/00606|2021-08-31 16:47:42|Московская область,город Клин,улица Карла Маркса, дом 35|ПН-ПТ 08:30-18:00, СБ 09:30-14:30, ВС выходной|95.74|56.33205998983794|36.71511997315807
9040/00615|2021-05-12 12:42:16|Московская область,город Солнечногорск,улица Банковская, дом 6|ПН-ПТ 09:00-19:00, СБ 09:00-16:30, ВС выходной|96.3|56.18915998199449|36.98348998882969
9040/00621|2021-08-31 16:46:12|Московская область,город Солнечногорск,улица Красная, дом 6А|ПН-ПТ 09:30-18:30, СБ-ВС выходной|96.15|56.17979081941078|36.99016610407816
9040/00700|2021-05-12 12:42:16|Московская область,город Коломна,улица Фрунзе, дом 46|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|95.56|55.0821100199046|38.77854001651451
9040/00711|2021-05-12 12:42:16|Московская область,город Коломна,площадь Восстания, дом 7|ПН-ПТ 08:45-18:30, СБ 09:00-14:00, ВС выходной|95.92|55.08413001666037|38.80497000124538
9040/00712|2021-06-07 13:59:15|Московская область,город Коломна,улица Зеленая, дом 31|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|95.65|55.07760998563731|38.77539998794691
9040/00728|2022-11-14 14:41:08|Московская область,город Воскресенск,улица Центральная, дом 26|ПН-ПТ 09:00-17:15, СБ-ВС выходной|96.3|55.3349300126242|38.7113299773593
9040/00730|2021-06-07 13:59:15|Московская область,город Воскресенск,улица Зелинского, дом 4|ПН-ПТ 08:30-17:30, СБ 09:00-15:00, ВС выходной|96.15|55.31574999695445|38.64839001495781
9040/00731|2022-11-14 14:41:08|Московская область,город Воскресенск,улица Рабочая, дом 118|ПН выходной, ВТ-ПТ 09:10-18:00, СБ 09:15-14:30, ВС выходной|96.08|55.27240998357181|38.75140000076564
9040/00812|2021-06-07 13:59:15|Московская область,город Королёв,улица Гагарина, дом 12/14|ПН-ПТ 09:30-18:30, СБ 10:00-14:30, ВС выходной|94.29|55.91675001472083|37.80385996112778
9040/00823|2021-05-12 12:42:15|Московская область,город Красноармейск,улица Академика Янгеля, дом 29|ПН-ПТ 09:30-18:30, СБ-ВС выходной|95.57|56.10894657209023|38.14236137760356
9040/00828|2021-06-21 15:42:23|Московская область,город Красноармейск,улица Комсомольская, дом 4|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.49|56.12079001316837|38.14180002461271
9040/00834|2021-05-12 12:42:15|Московская область,город Ивантеевка,улица Толмачева, дом 2|ПН-ПТ 09:00-18:00, СБ 10:00-15:00, ВС выходной|96.0|55.9669900107975|37.91276996858082
9040/00854|2021-05-12 12:42:15|Московская область,город Пушкино,улица Тургенева, дом 5|ПН-ПТ 09:00-19:00, СБ 09:00-15:00, ВС выходной|95.74|56.01252998039709|37.84760997530427
9040/00902|2021-05-05 09:52:09|Московская область,город Красногорск,улица Павшинская, дом 2|ПН-ПТ 10:00-19:00, СБ-ВС выходной|96.15|55.81463001939218|37.34801996375808
9040/00907|2021-05-12 12:42:15|Московская область,город Красногорск,рабочий поселок Нахабино,улица Институтская, дом 10В|ПН-ПТ 09:00-19:00, СБ 09:00-16:00, ВС выходной|98.46|55.84054270957819|37.17724224004667
9040/00910|2021-06-07 13:59:15|Московская область,город Красногорск,улица Комсомольская, дом 45|ПН выходной, ВТ-ПТ 09:30-19:00, СБ 09:30-16:00, ВС выходной|96.43|55.81698998614075|37.31134997555583
