ID точки|Адрес|Тип Пункта|Название пункта приема/выдачи|Время работы|Широта|Долгота
7701-921|город Москва,Московская обл., Штурвальная ул., 3, к. 1|Постамат|Постамат: PickPoint: 7701-921: Гастроном|Ежедневно: 10-22|55.846684|37.446057
7702-984|город Москва,Московская обл., 3-й Нижнелихоборский проезд, д. 3|ПВЗ|ПВЗ: Яндекс Маркет: 7702-984|Ежедневно: 9-21|55.845981|37.56468
7702-985|город Москва,Московская обл., Шкулева ул., д. 17|ПВЗ|ПВЗ: Ozon: 7702-985|Ежедневно: 10-21|55.694013|37.748951
3101-005|город Белгород,Белгородская обл., Победы ул., д. 147|Постамат|Постамат: PickPoint: 3101-005: ТЦ Меркурий|Ежедневно: 10-21|50.594871|36.573676
2302-151|город Краснодар,Краснодарский край, Лимонная ул., д. 200|ПВЗ|ПВЗ: Ozon: 2302-151|Ежедневно: 9-21|45.130392|38.973229
3605-064|город Воронеж,Воронежская обл., 9 Января ул., д. 68Б|Постамат|Постамат: PickPoint: 3605-064: БЦ Этажи|Ежедневно: 8-22|51.665674|39.179922
5005-950|город Королёв,Московская обл., Героев Курсантов ул., д. 17|Постамат|Постамат: Халва: 5005-950: Магазин Бочонок|Ежедневно: 10-23:59|55.944597|37.844871
4295-066|город Гурьевск,Кемеровская обл., Кирова ул., д. 52/1|Постамат|Постамат: Халва: 4295-066: Магнит|Ежедневно: 8-22|54.28514|85.951163
2105-063|город Чебоксары,Чувашия респ., Мира пр-кт, д. 4|Постамат|Постамат: Халва: 2105-063: ТОК Восточный|Ежедневно: 8-22|56.130808|47.287719
6305-132|город Самара,Самарская обл., Белорусская ул., д. 95А/1|Постамат|Постамат: Халва: 6305-132: АЗС Олви №7|Круглосуточно|53.143972|50.050847
9905-093|город Москва,Московская обл., Золоторожский проезд, д. 2|Постамат|Постамат: Халва: Магазин Авокадо: Золоторожский|Ежедневно: 7-22|55.750839|37.683015
5405-214|город Новосибирск,Новосибирская обл., Большевистская ул., д. 151|Постамат|Постамат: Халва: 5405-214: Аптека 54 плюс|Ежедневно: 8-21|54.996857|82.966423
3105-032|город Белгород,Белгородская обл., Славы пр-кт, д. 23|Постамат|Постамат: Халва: 3105-032: Совкомбанк|Пн-Пт: 9-19; Сб-Вс: 9-16|50.596329|36.595442
9905-095|город Москва,Московская обл., Каширское шоссе, д. 5, к. 1|Постамат|Постамат: Халва: Магазин Кухни: Каширское|Пн-Сб: 11-20; Вс: 11-18|55.671174|37.62908
7405-116|город Челябинск,Челябинская обл., 60-летия Октября ул., д. 2|Постамат|Постамат: Халва: 7405-116: Совкомбанк|Пн-Пт: 10-19; Сб-Вс: 10-16|55.264676|61.401781
2335-029|город Анапа,Краснодарский край, Ленина ул., д. 154Б|Постамат|Постамат: Халва: 2335-029: Аптека Фитофарм|Ежедневно: 8-22|44.875558|37.326089
7805-480|город Санкт-Петербург,Ленинградская обл., Маршала Блюхера пр-кт, д. 41|Постамат|Постамат: Халва: 7805-480: Перекресток|Круглосуточно|59.975279|30.407927
9905-094|город Москва,Московская обл., Дмитровское шоссе, д. 5, к. 1|Постамат|Постамат: Халва: 9905-094: Магнит|Ежедневно: 9-23|55.812781|37.577296
6795-024|город Рославль,Смоленская обл., Советская ул., д. 80|Постамат|Постамат: Халва: 6795-024: Совкомбанк|Пн-Пт: 10-19; Сб-Вс: Выходной|53.947987|32.853402
9905-092|город Москва,Московская обл., Лодочная ул., д. 27, к. 2|Постамат|Постамат: Халва: 9905-092|Ежедневно: 9-21|55.838501|37.462909
6795-023|город Десногорск,Смоленская обл., 4 мкр., д. 7|Постамат|Постамат: Халва: 6795-023: Совкомбанк|Пн-Пт: 10-19; Сб-Вс: Выходной|54.149413|33.285986
2105-062|город Чебоксары,Чувашия респ., Солнечный б-р, д. 4А|Постамат|Постамат: Халва: 2105-062: Магнит|Ежедневно: 8-22|56.101183|47.320123
7405-115|город Челябинск,Челябинская обл., Блюхера ул., д. 3Б|Постамат|Постамат: Халва: 7405-115: Магнит|Ежедневно: 9-23|55.144747|61.387345
2435-011|город Ачинск,Красноярский край, Индустриальная ул., д. 16|Постамат|Постамат: PickPoint: 2435-011: Магнит|Ежедневно: 8:30-22|56.243259|90.46856
7701-922|город Москва,Московская обл., Ленинградский пр-кт, д. 75, к. 1А|Постамат|Постамат: PickPoint: 7701-922: Мосгорломбард|Ежедневно: 10-21|55.804192|37.513368
7701-923|город Москва,Московская обл., Рязанский пр-кт, д. 77|Постамат|Постамат: PickPoint: 7701-923: Дом Быта|Ежедневно: 10-20|55.71771|37.794798
7701-924|город Москва,Московская обл., Новаторов ул., д. 7А, к. 2|Постамат|Постамат: PickPoint: 7701-924: БЦ Навигатор: Новаторов|Круглосуточно|55.663339|37.527741
7701-926|город Москва,Московская обл., Новослободская ул., д. 73/68, к. 5|Постамат|Постамат: PickPoint: 7701-926: Магазин Авокадо|Ежедневно: 8-23|55.790722|37.589329
5201-052|город Нижний Новгород,Нижегородская обл., Львовская ул., д. 8|Постамат|Постамат: PickPoint: 5201-052: ТЦ Новый Век|Ежедневно: 9-20|56.269692|43.885167
4092-013|город Киров (Калужская обл.),Калужская обл., Фурманова ул., д. 12|ПВЗ|ПВЗ: Ozon: 4092-013|Ежедневно: 10-21|54.067247|34.294318
7705-476|город Москва,Московская обл., Озерная ул., д. 35|Постамат|Постамат: PickPoint: 7705-476: ТЦ Озерная молл|Ежедневно: 8-23|55.66922|37.447537
7605-018|город Ярославль,Ярославская обл., Урицкого ул., д. 47А|Постамат|Постамат: PickPoint: 7605-018: ТЦ Рубин|Ежедневно: 9-21|57.681995|39.796419
5001-585|город Новый Городок (Одинцовский),Московская обл., поселок Новый Городок, д. 41, стр. 1|Постамат|Постамат: PickPoint: 5001-585: Военторг-Пятерочка|Ежедневно: 8-23|55.6142|36.618154
4095-015|город Киров (Калужская обл.),Калужская обл., Льва Толстого ул., д. 9А|Постамат|Постамат: Халва: 4095-015: Магазин Колесо Калуга|Ежедневно: 9-20|54.076878|34.285568
5151-001|город Североморск,Мурманская обл., Советская ул., д. 21А|Постамат|Постамат: PickPoint: 5151-001: Магнит|Ежедневно: 8-22|69.067714|33.420346
6601-051|город Екатеринбург,Свердловская обл., Пехотинцев ул.,  д. 3, к.4|Постамат|Постамат: PickPoint: 6601-051: Кировский|Ежедневно: 9-23|56.872232|60.546942
6601-056|город Екатеринбург,Свердловская обл., Сиреневый б-р, д. 2|Постамат|Постамат: PickPoint: 6601-056: Кировский|Ежедневно: 9-23|56.834782|60.682906
6601-050|город Екатеринбург,Свердловская обл., Бисертская ул.,  д. 26|Постамат|Постамат: PickPoint: 6601-050: Кировский|Ежедневно: 9-23|56.745272|60.615509
6601-054|город Екатеринбург,Свердловская обл., Родонитовая ул., стр. 19|Постамат|Постамат: PickPoint: 6601-054: Кировский|Ежедневно: 9-23|56.792683|60.623325
6601-055|город Екатеринбург,Свердловская обл., Билимбаевская ул., стр. 15|Постамат|Постамат: PickPoint: 6601-055: Торговый Центр|Ежедневно: 9-23:59|56.881411|60.516767
6601-053|город Екатеринбург,Свердловская обл., Хрустальная ул., стр. 35А|Постамат|Постамат: PickPoint: 6601-053: Кировский|Ежедневно: 9-23|56.826407|60.668301
6601-039|город Екатеринбург,Свердловская обл., Соболева ул., стр. 5|Постамат|Постамат: PickPoint: 6601-039: ТЦ Светлореченский|Ежедневно: 9-23|56.811539|60.516437
2392-128|город Красная Поляна,Краснодарский край, Защитников Кавказа ул., д. 112|ПВЗ|ПВЗ: МТС: 2392-128|Ежедневно: 9-20|43.681464|40.212742
1002-014|город Петрозаводск,Карелия респ., Первомайский пр-кт, д. 34|ПВЗ|ПВЗ: МТС: 1002-014|Ежедневно: 9-20|61.798974|34.328296
5102-027|город Мурманск,Мурманская обл., Карла-Маркса ул., д. 28|ПВЗ|ПВЗ: МТС: 5102-027|Ежедневно: 9-20|68.970076|33.09893
4702-182|город Металлострой,Ленинградская обл., Садовая ул., д. 17|ПВЗ|ПВЗ: МТС: 4702-182: ТЦ Березка|Ежедневно: 9-21|59.811313|30.569285
4702-181|город Новое Девяткино,Ленинградская обл., Главная ул., д. 50|ПВЗ|ПВЗ: МТС: 4702-181|Ежедневно: 10-21|60.057604|30.477478
4702-180|город Кронштадт,Ленинградская обл., Ленина пр-кт, д. 13|ПВЗ|ПВЗ:  МТС: 4702-180: ТК Кронштадтский дом бытовых услуг|Ежедневно: 10-21|59.997595|29.765919
5002-849|город Щелково,Московская обл., Пушкина ул., д. 1/16|ПВЗ|ПВЗ: МТС: 5002-849|Ежедневно: 10-20|55.919554|37.975066
5002-848|город Химки,Московская обл., Юбилейный пр-кт, вл. 41Б|ПВЗ|ПВЗ: МТС: 5002-848|Ежедневно: 9-21|55.890986|37.411259
9902-016|город Москва,Московская обл., 2-я Владимирская ул., д. 36|ПВЗ|ПВЗ: МТС: 9902-016|Ежедневно: 9-21|55.751062|37.783886
9902-015|город Москва,Московская обл., Мира пр-кт, д. 103|ПВЗ|ПВЗ: МТС: 9902-015|Ежедневно: 9-21|55.813106|37.637174
9902-014|город Москва,Московская обл., Большая Серпуховская ул., д. 17, стр. 1|ПВЗ|ПВЗ: МТС: 9902-014|Ежедневно: 9-21|55.726882|37.625801
5002-846|город Жуковский,Московская обл., Гагарина ул., д. 60А|ПВЗ|ПВЗ: МТС: 5002-846: ТЦ Самолет|Ежедневно: 10-22|55.61024|38.088451
9902-011|город Москва,Московская обл., Земляной Вал ул., д. 21/2, стр. 1|ПВЗ|ПВЗ: МТС: 9902-011|Ежедневно: 10-20|55.760641|37.658212
9902-010|город Москва,Московская обл., Пятницкая ул., д. 31/2, стр. 3|ПВЗ|ПВЗ: МТС: 9902-010|Ежедневно: 10-22|55.740669|37.62881
9902-008|город Москва,Московская обл., Стратонавтов проезд, д. 7, к. 2|ПВЗ|ПВЗ: МТС: 9902-008|Ежедневно: 9-21|55.826751|37.437855
5002-844|город Старая Купавна,Московская обл., Кирова ул., д. 19|ПВЗ|ПВЗ: МТС: 5002-844: ТЦ Шоколад|Ежедневно: 9:30-21|55.802702|38.18219
5002-843|город Красноармейск,Московская обл., Пионерская ул., д. 9|ПВЗ|ПВЗ: МТС: 5002-843|Ежедневно: 9-21|56.123062|38.136718
5002-842|город Воскресенск,Московская обл., Зелинского ул., д. 4|ПВЗ|ПВЗ: МТС: 5002-842|Ежедневно: 9-21|55.315683|38.648344
2502-043|город Владивосток,Приморский край, Добровольского ул., д. 5А|ПВЗ|ПВЗ: МТС: 2502-043|Ежедневно: 10-19|43.09288|131.974472
6502-013|город Южно-Сахалинск,Сахалинская обл., Комсомольская ул., д. 163|ПВЗ|ПВЗ: МТС: 6502-013: ТЦ Луч|Ежедневно: 9-20|46.956368|142.748802
2522-006|город Артем,Приморский край, Кирова ул., д. 26, стр. 3|ПВЗ|ПВЗ: МТС: 2522-006|Ежедневно: 9-19|43.354679|132.186456
1402-014|город Якутск,Саха (Якутия) респ., Лермонтова ул., д. 62К|ПВЗ|ПВЗ: МТС: 1402-014: ТЦ Дом связи|Ежедневно: 9-20|62.036921|129.721012
7802-493|город Санкт-Петербург,Ленинградская обл., Коломяжский пр-кт, д. 26Б|ПВЗ|ПВЗ: МТС: 7802-493|Ежедневно: 9-21|60.003556|30.297399
4702-178|город Колпино,Ленинградская обл., Пролетарская ул., д. 60|ПВЗ|ПВЗ: МТС: 4702-178: ТЦ Эльф|Ежедневно: 10-20|59.741495|30.564728
4702-177|город Ломоносов,Ленинградская обл., Красного Флота ул., д. 23Е|ПВЗ|ПВЗ: МТС: 4702-177|Ежедневно: 9-21|59.908913|29.774287
5192-012|город Оленегорск,Мурманская обл., Строительная ул., д. 39|ПВЗ|ПВЗ: МТС: 5192-012|Пн-Пт: 10-20; Сб-Вс: 10-19|68.141153|33.268686
4702-179|город Кировск,Ленинградская обл., Набережная ул., д. 15|ПВЗ|ПВЗ: МТС: 4702-179: ТЦ Набережный|Ежедневно: 10-21|59.882439|30.985214
2922-005|город Котлас,Архангельская обл., Мира пр-кт, д. 18|ПВЗ|ПВЗ: МТС: 2922-005: ТЦ Столица|Ежедневно: 10-21|61.236809|46.641958
5192-013|город Заполярный,Мурманская обл., Юбилейная ул., д. 13|ПВЗ|ПВЗ: МТС: 5192-013|Пн-Пт: 10-20; Сб-Вс: 10-19|69.428204|30.814819
9902-007|город Москва,Московская обл., Мира пр-кт, д. 48, стр. 6|ПВЗ|ПВЗ: МТС: 9902-007|Ежедневно: 9-21|55.781845|37.634252
5002-840|город Малаховка,Московская обл., Рельсовая ул., д. 1, стр. 4|ПВЗ|ПВЗ: МТС: 5002-840|Ежедневно: 9-21|55.644577|38.008429
5002-839|город Белоозерский,Московская обл., Коммунальная ул., 16А, стр. 1|ПВЗ|ПВЗ: МТС: 5002-839|Ежедневно: 9-20|55.455406|38.443098
5002-838|город Руза,Московская обл., Федеративная ул., д. 17А|ПВЗ|ПВЗ: МТС: 5002-838|Ежедневно: 9-21|55.708051|36.199853
9902-006|город Москва,Московская обл., Театральная пл., д. 5, стр. 2|ПВЗ|ПВЗ: МТС: 9902-006|Ежедневно: 10-21|55.757137|37.620805
5002-836|город Тучково,Московская обл., Партизан ул., д. 4В|ПВЗ|ПВЗ: МТС: 5002-836|Ежедневно: 9-21|55.598601|36.470063
5002-835|город Красноармейск,Московская обл., Новая Жизнь ул., д. 2|ПВЗ|ПВЗ: МТС: 5002-835|Ежедневно: 10-21|56.102604|38.136682
5002-834|город Новинки (Истринский),Московская обл., д. 115, стр. 2|ПВЗ|ПВЗ: МТС: 5002-834: ТРК Павлово подворье|Ежедневно: 10-20:30|55.810496|37.128242
7702-988|город Москва,Московская обл., Рязанский пр-кт, д. 75, к. 2|ПВЗ|ПВЗ: МТС: 7702-988|Ежедневно: 9-22|55.717528|37.793556
5002-837|город Раменское,Московская обл., Октябрьская ул., д. 1В|ПВЗ|ПВЗ: МТС: 5002-837|Ежедневно: 9-21|55.5721|38.207927
5002-833|город Красногорск,Московская обл., Новорижское шоссе, 23 км, вл. 2, стр. 1|ПВЗ|ПВЗ: МТС: 5002-833: ТРК Рига Молл|Ежедневно: 10-21:45|55.799993|37.274335
7702-986|город Москва,Московская обл., Первомайская ул., д. 42|ПВЗ|ПВЗ: МТС: 7702-986: ТЦ Измайловский|Ежедневно: 10-22|55.792642|37.786951
3101-006|город Белгород,Белгородская обл., Юности б-р, д. 5Б|Постамат|Постамат: PickPoint: 3101-006: ТЦ Гулливер|Ежедневно: 9-22|50.560928|36.565501
7801-054|город Санкт-Петербург,Ленинградская обл., Петергофское шоссе, д. 51А|Постамат|Постамат: PickPoint: 7801-054: ТЦ Жемчужная Плаза|Ежедневно: 10-22|59.849202|30.144245
7701-563|город Москва,Московская обл., Миклухо-Маклая ул., д. 18, к. 3|Постамат|Постамат: PickPoint: 7701-563: ТЦ Шоколад|Ежедневно: 9-22|55.644418|37.520564
9902-005|город Москва,Московская обл., Малая Дмитровка ул., д. 5/9|ПВЗ|ПВЗ: МТС: 9902-005: БЦ Территория|Ежедневно: 9-21|55.76795|37.605562
5002-832|город Озеры,Московская обл., Ленина ул., д. 35|ПВЗ|ПВЗ: МТС: 5002-832: ТЦ Магнум|Ежедневно: 10-21|54.854227|38.561953
9902-004|город Москва,Московская обл., 1-я Тверская-Ямская ул., д. 29, стр. 1|ПВЗ|ПВЗ: МТС: 9902-004|Ежедневно: 9-21|55.776001|37.585188
9902-003|город Москва,Московская обл., Ленинский пр-кт, д. 99|ПВЗ|ПВЗ: МТС: 9902-003|Пн-Пт: 9-21; Сб-Вс: 10-21|55.668635|37.518767
5002-831|город Истра,Московская обл., Урицкого пл., 1А|ПВЗ|ПВЗ: МТС: 5002-831: ТЦ ЦУМ|Ежедневно: 9-21|55.91403|36.862143
5002-830|город Можайск,Московская обл., улица Красных Партизан, 2Б|ПВЗ|ПВЗ: МТС: 5002-830|Ежедневно: 9-19|55.505954|36.016819
5002-853|город совхоза им Ленина,Московская обл., 24 км. МКАД, вл. 1|ПВЗ|ПВЗ: МТС: 5002-853: ТРЦ Vegas|Ежедневно: 10-22|55.585044|37.723216
5002-829|город Котельники,Московская обл., 1-й Покровский проезд, д. 1|ПВЗ|ПВЗ: МТС: 5002-829: ТЦ МЕГА|Ежедневно: 10-23|55.65778|37.845068
7702-995|город Москва,Московская обл., Мясницкая ул., д. 10, стр. 1|ПВЗ|ПВЗ: МТС: 7702-995|Ежедневно: 8-21:30|55.760155|37.631712
5002-828|город Клин,Московская обл., Советская пл., д. 20, стр. 2|ПВЗ|ПВЗ: МТС: 5002-828|Ежедневно: 9-20|56.334837|36.733352
5002-827|город Люберцы,Московская обл., Побратимов ул., д. 7|ПВЗ|ПВЗ: МТС: 5002-827: ТЦ Светофор|Ежедневно: 10-22|55.692115|37.8964
9902-002|город Москва,Московская обл., Дмитровское шоссе, д. 19, к. 2|ПВЗ|ПВЗ: МТС: 9902-002|Ежедневно: 9-21|55.821942|37.572342
9902-001|город Москва,Московская обл., Рязанский пр-кт, д. 46, к. 3|ПВЗ|ПВЗ: МТС: 9902-001|Ежедневно: 10-22|55.717112|37.791738
2502-041|город Владивосток,Приморский край, Верхнепортовая ул., д. 2Е|ПВЗ|ПВЗ: МТС: 2502-041|Ежедневно: 10-18|43.110731|131.881074
2502-039|город Владивосток,Приморский край, Русская ул., д. 16|ПВЗ|ПВЗ: МТС: 2502-039: ТЦ Березка|Ежедневно: 10-20|43.16586|131.908221
0302-032|город Улан-Удэ,Бурятия респ., Ключевская ул., д. 30|ПВЗ|ПВЗ: МТС: 0302-032|Ежедневно: 9-19|51.820649|107.633613
7802-491|город Санкт-Петербург,Ленинградская обл., Большой Сампсониевский пр-кт, д. 74|ПВЗ|ПВЗ: МТС: 7802-491|Ежедневно: 9-21|59.982994|30.335515
7802-490|город Санкт-Петербург,Ленинградская обл., Елецкая ул., д. 15А|ПВЗ|ПВЗ: МТС: 7802-490|Ежедневно: 10-20|60.016813|30.315797
5152-008|город Североморск,Мурманская обл., Сафонова ул., д. 13|ПВЗ|ПВЗ: МТС: 5152-008|Ежедневно: 9-19|69.075761|33.420518
5002-826|город Клин,Московская обл., Гагарина ул., д. 26Б|ПВЗ|ПВЗ: МТС: 5002-826: ТЦ Бутик центр|Ежедневно: 9-20|56.326913|36.723699
7702-993|город Москва,Московская обл., Мира пр-кт, д. 112|ПВЗ|ПВЗ: МТС: 7702-993|Ежедневно: 10-21|55.806742|37.637551
5002-824|город Сергиев Посад,Московская обл., Красной Армии пр-кт, 12|ПВЗ|ПВЗ: МТС: 5002-824: ТЦ Воробьевский|Ежедневно: 9-21|56.297453|38.129037
7702-991|город Москва,Московская обл., Снайперская ул., д. 9|ПВЗ|ПВЗ: МТС: 7702-991|Ежедневно: 9-20|55.721726|37.813477
7702-989|город Москва,Московская обл., Трофимова ул., д. 35/20|ПВЗ|ПВЗ: МТС: 7702-989|Ежедневно: 9-21|55.704839|37.685117
5002-850|город Зеленоград,Московская обл., к. 1446|ПВЗ|ПВЗ: МТС: 5002-850: ТЦ Столица|Ежедневно: 10-22|55.98496|37.151706
5002-823|город Селятино,Московская обл., Спортивная ул., д. 1|ПВЗ|ПВЗ: МТС: 5002-823: Рынок Емеля|Ежедневно: 9-21|55.519656|36.986829
5002-822|город Луховицы,Московская обл., Пушкина ул., д. 125|ПВЗ|ПВЗ: МТС: 5002-822: ТЦ Kado|Ежедневно: 10-21:45|54.966065|39.027631
5002-820|город Яхрома,Московская обл., Генерала Кузнецова пл., д. 1|ПВЗ|ПВЗ: МТС: 5002-820|Ежедневно: 9-21|56.290435|37.483337
5002-819|город Домодедово,Московская обл., Академика Туполева пр-кт, д. 2, стр. 2|ПВЗ|ПВЗ: МТС: 5002-819|Ежедневно: 9-20:45|55.416223|37.835198
7702-987|город Москва,Московская обл., Рязанский пр-кт, д. 58/1|ПВЗ|ПВЗ: МТС: 7702-987|Ежедневно: 9-21|55.71584|37.797633
6105-134|город Ростов-на-Дону,Ростовская обл., 40-летия Победы пр-кт, д. 320А|Постамат|Постамат: PickPoint: 6105-134: Фикс-Прайс|Ежедневно: 9-21|47.241455|39.836758
3101-007|город Белгород,Белгородская обл., Королева ул., д. 9А|Постамат|Постамат: PickPoint: 3101-007: ТЦ Линия|Ежедневно: 10-22|50.574013|36.580611
7802-276|город Санкт-Петербург,Ленинградская обл., Пискаревский пр-кт, д. 25А|ПВЗ|ПВЗ: PickPoint: 7802-276|Пн-Сб: 10-20; Вс: Выходной|59.96968|30.413766
4701-006|город Колпино,Ленинградская обл., Трудящихся б-р, д. 12|Постамат|Постамат: PickPoint: 4701-006: ТРК ОКА|Ежедневно: 10-20|59.737183|30.572005
3205-021|город Брянск,Брянская обл., Фокина ул., д. 41|Постамат|Постамат: PickPoint: 3205-021: ТЦ ЦУМ|Ежедневно: 8-21|53.241974|34.362201
6605-099|город Екатеринбург,Свердловская обл., Коммунистическая ул., д. 103|Постамат|Постамат: PickPoint: 6605-099: Продукты|Ежедневно: 9-21|56.909536|60.591603
3505-011|город Вологда,Вологодская обл., Окружное шоссе, д. 28|Постамат|Постамат: PickPoint: 3505-011: Супермаркет|Ежедневно: 8-22|59.193982|39.829168
2205-039|город Барнаул,Алтайский край, Антона Петрова ул., д. 208Б|Постамат|Постамат: PickPoint: 2205-039|Ежедневно: 8-22|53.360967|83.691096
2202-008|город Барнаул,Алтайский край, Павловский тракт, д 243|ПВЗ|ПВЗ: PickPoint: 2202-008: ТЦ Альфа|Пн-Пт: 10-19:30; Сб-Вс: 10-18|53.341108|83.699377
1102-011|город Сыктывкар,Коми респ., Первомайская ул., д. 41|ПВЗ|ПВЗ: PickPoint: 1102-011|Пн-Пт: 9-18; Сб: 10-15; Вс: Выходной|61.673079|50.826113
7601-006|город Ярославль,Ярославская обл., Панина ул., д. 12В|Постамат|Постамат: PickPoint: 7601-006: ТЦ Оптима|Ежедневно: 10-23|57.694576|39.779898
5802-048|город Пенза,Пензенская обл., Глазунова ул., д. 6|ПВЗ|ПВЗ: Яндекс Маркет: 5802-048|Ежедневно: 9-21|53.219285|44.931951
7802-496|город Санкт-Петербург,Ленинградская обл., Политехническая ул., д. 9Т|ПВЗ|ПВЗ: Ozon: 7802-496|Ежедневно: 9-21|59.993352|30.359454
6201-006|город Рязань,Рязанская обл., Трудовая ул., д. 1, к. 1|Постамат|Постамат: PickPoint: 6201-006: ТК Витязь|Ежедневно: 10-22|54.603446|39.762668
6902-028|город Тверь,Тверская обл., Маяковского ул., д. 33|ПВЗ|ПВЗ: Яндекс Маркет: 6902-028: ТЦ Восточный|Ежедневно: 9-21|56.863552|35.943544
1605-176|город Казань,Татарстан респ., Восстания ул., д. 83А|Постамат|Постамат: PickPoint: 1605-176: Бургер Кинг|Ежедневно: 9-23|55.832667|49.062361
7601-007|город Ярославль,Ярославская обл., Свободы ул., д. 91|Постамат|Постамат: PickPoint: 7601-007: ТЦ WENGE|Ежедневно: 9-22|57.62587|39.849446
3402-079|город Волгоград,Волгоградская обл., 64-й Армии ул., д. 40|ПВЗ|ПВЗ: Яндекс Маркет: 3402-079|Ежедневно: 9-21|48.619068|44.425086
5202-088|город Нижний Новгород,Нижегородская обл., Волжская наб., д. 9|ПВЗ|ПВЗ: Wildberries: 5202-088|Ежедневно: 10-21|56.345303|43.940907
4211-007|город Новокузнецк,Кемеровская обл., Доз ул., д. 10А|Постамат|Постамат: PickPoint: 4211-007: ТРЦ Планета|Ежедневно: 10-22|53.780363|87.126045
5195-006|город Кировск,Мурманская обл., Юбилейная ул., д. 13|Постамат|Постамат: Халва: 5195-006|Пн-Пт: 8-18; Сб: 8-14; Вс: Выходной|67.612073|33.669881
9905-100|город Москва,Московская обл., Мосфильмовская ул., д. 41, к. 1|Постамат|Постамат: Халва: 9905-100: Ozon|Ежедневно: 9-21|55.710951|37.509101
2335-030|город Анапа,Краснодарский край, Ленина ул., д. 22|Постамат|Постамат: Халва: 2335-030: Аптека Фитофарм|Ежедневно: 8-23|44.893324|37.308803
5005-954|город Королёв,Московская обл., Октябрьский б-р, д. 5А|Постамат|Постамат: Халва: 5005-954: Магазин Бочонок|Ежедневно: 10-23|55.917779|37.843317
0905-005|город Черкесск,Карачаево-Черкесская респ., Ленина пр-кт, д. 57|Постамат|Постамат: Халва: 0905-005: Совкомбанк|Пн-Пт: 9-18; Сб: 9-15; Вс: Выходной|44.222425|42.046407
0705-019|город Нальчик,Кабардино-Балкарская респ., Пачева ул., д. 63|Постамат|Постамат: Халва: 0705-019: Совкомбанк|Пн-Пт: 9-18; Сб: 9-16; Вс: Выходной|43.489849|43.607864
5005-953|город Одинцово (Одинцовский),Московская обл., Чикина ул., д. 8А|Постамат|Постамат: Халва: 5005-953: ТЦ Олимп|Ежедневно: 9-21|55.685269|37.291951
9905-098|город Москва,Московская обл., Истринская ул., д. 10, к. 1|Постамат|Постамат: Халва: 9905-098: Парикмахерская|Ежедневно: 10-21|55.73659|37.436307
5005-952|город Птицефабрики,Московская обл., Центральная ул., вл. 3, стр. 1|Постамат|Постамат: Халва: 5005-952: Магазин Авокадо|Ежедневно: 9-23|55.996847|37.543955
7505-007|город Чита,Забайкальский край, Бабушкина ул., д. 42А|Постамат|Постамат: Халва: 7505-007|Круглосуточно|52.034659|113.514022
5005-951|город Серпухов,Московская обл., Ворошилова ул., д. 68|Постамат|Постамат: Халва: 5005-951: Совкомбанк|Пн-Пт: 10-19 (обед: 15-15:30); Сб-Вс: Выходной|54.918157|37.42456
2365-014|город Армавир,Краснодарский край, Новороссийская ул., д. 117|Постамат|Постамат: Халва: 2365-014: Совкомбанк|Пн-Пт: 9-18; Сб: 9-16; Вс: Выходной|44.995762|41.087297
4295-067|город Ленинск-Кузнецкий,Кемеровская обл., Текстильщиков пр-кт, д. 8/1|Постамат|Постамат: Халва: 4295-067: Совкомбанк|Пн-Пт: 10-19; Сб: 10-15; Вс: Выходной|54.699828|86.208864
6695-026|город Полевской,Свердловская обл., Коммунистическая ул., д. 12|Постамат|Постамат: Халва: 6695-026: Совкомбанк|Пн-Пт: 10-19; Сб-Вс: Выходной|56.497064|60.244266
6902-020|город Тверь,Тверская обл., Можайского ул., д. 60 к. 1|ПВЗ|ПВЗ: PickPoint: 6902-020: ТЦ Можайский|Пн-Пт: 10-19; Сб-Вс: 10-16|56.819546|35.900288
2391-014|город Туапсе,Краснодарский край, Гагарина ул., д. 9|Постамат|Постамат: PickPoint: 2391-014: ТЦ Планета|Ежедневно: 9-20|44.095038|39.078601
7495-023|город Троицк,Челябинская обл., Гагарина ул., д. 15|Постамат|Постамат: Халва: 7495-023: Магазин Westland|Пн-Пт: 10-19; Сб-Вс: 10-18|54.084875|61.545988
2405-138|город Красноярск,Красноярский край, Петра Подзолкова ул., д. 3Б|Постамат|Постамат: PickPoint: 2405-138: Русский Разгуляйка|Ежедневно: 8-23|56.050164|92.886887
5505-107|город Омск,Омская обл., 21-я Амурская ул., д. 43, к. 3|Постамат|Постамат: PickPoint: 5505-107: Фикс-Прайс|Ежедневно: 9-21|55.045372|73.42397
7802-494|город Санкт-Петербург,Ленинградская обл., Богатырский пр-кт, д. 26, к. 1|ПВЗ|ПВЗ: Ozon: 7802-494|Ежедневно: 10-21|60.001523|30.248135
5002-466|город Балашиха,Московская обл., Энтузиастов шоссе, д. 80|ПВЗ|ПВЗ: Ситилинк: 5002-466: ТЦ МаксСити|Ежедневно: 10-22|55.7981|37.986475
5001-598|город Домодедово,Московская обл., Ильнское село, Бригадная ул., вл. 105|Постамат|Постамат: PickPoint: 5001-598: Военторг-Пятерочка|Ежедневно: 8-23|55.238891|37.969472
5001-597|город Красный Путь,Московская обл., Гвардейская ул., стр. 35А|Постамат|Постамат: PickPoint: 5001-597: Военторг-Пятерочка|Ежедневно: 9-22|55.322667|37.891113
