ID точки|Адрес|Тип Пункта|Название пункта приема/выдачи|Время работы|Широта|Долгота
4701-058|город Сертолово,Ленинградская обл., Черная речка мкр., д. 29А|Постамат|Постамат: PickPoint: 4701-058: Военторг-Пятерочка|Ежедневно: 8-22|60.175839|30.15524
5001-594|город Загорянский,Московская обл., Ватутина ул., д. 101, стр. 1|Постамат|Постамат: PickPoint: 5001-594: Военторг-Пятерочка|Ежедневно: 8-23|55.909137|37.936488
5001-593|город Балашиха,Московская обл., Гагарина мкр., д. 15|Постамат|Постамат: PickPoint: 5001-593: Военторг-Пятерочка|Ежедневно: 8-23|55.823899|37.9219
5001-592|город Королёв,Московская обл., Юбилейный мкр., М.К. Тихонравова ул., д. 28А|Постамат|Постамат: PickPoint: 5001-592: Военторг-Пятерочка|Ежедневно: 8-23|55.936987|37.838942
3515-010|город Череповец,Вологодская обл., Шекснинский пр-кт, д. 23А|Постамат|Постамат: PickPoint: 3515-010: Гипермаркет Макси|Ежедневно: 8-23|59.093092|37.927221
1625-050|город Набережные Челны,Татарстан респ., Московский пр-кт, д. 72А|Постамат|Постамат: PickPoint: 1625-050: Аптека|Ежедневно: 8-20|55.719357|52.387971
5001-591|город Королёв,Московская обл., Соколова ул.,д. 6/2|Постамат|Постамат: PickPoint: 5001-591: Военторг-Пятерочка|Ежедневно: 8-23|55.934425|37.83497
5001-590|город Подольск,Московская обл., поселок Кузнечики, Парковый проезд, д 8|Постамат|Постамат: PickPoint: 5001-590: Военторг-Пятерочка|Ежедневно: 8-22|55.411244|37.472509
5001-589|город Подольск,Московская обл., Маштакова ул.,  д. 4В|Постамат|Постамат: PickPoint: 5001-589: Военторг-Пятерочка|Ежедневно: 8-23|55.429684|37.523519
2911-004|город Северодвинск,Архангельская обл., Карла Маркса ул., д. 10|Постамат|Постамат: PickPoint: 2911-004: Военторг-Пятерочка|Ежедневно: 9-22|64.561072|39.807568
5001-587|город Кубинка,Московская обл., Кубинка-10, д. 11А|Постамат|Постамат: PickPoint: 5001-587: Военторг-Пятерочка|Ежедневно: 8-22|55.511532|36.690742
2301-042|город Краснодар,Краснодарский край, Коммунаров ул., д. 207|Постамат|Постамат: PickPoint: 2301-042: Военторг-Пятерочка|Ежедневно: 8-22|45.043936|38.98097
2391-013|город Ейск,Краснодарский край, Первомайская ул., д. 200|Постамат|Постамат: PickPoint: 2391-013: Военторг-Пятерочка|Ежедневно: 8-22|46.705308|38.256903
2391-012|город Ейск,Краснодарский край, Ясенская ул., д. 2А|Постамат|Постамат: PickPoint: 2391-012: Военторг-Пятерочка|Ежедневно: 8-22|46.702799|38.254181
2301-041|город Краснодар,Краснодарский край, им. Дзержинского ул., д. 211|Постамат|Постамат: PickPoint: 2301-041: Военторг-Пятерочка|Ежедневно: 8-22|45.099849|38.978484
2301-040|город Краснодар,Краснодарский край, Промышленная ул., д. 21/9|Постамат|Постамат: PickPoint: 2301-040: Военторг-Пятерочка|Ежедневно: 8-22|45.041031|38.98939
6141-003|город Новочеркасск,Ростовская обл., Красноармейская ул., д. 2/57|Постамат|Постамат: PickPoint: 6141-003: Военторг-Пятерочка|Ежедневно: 9-23|47.416266|40.100282
2301-034|город Краснодар,Краснодарский край, 40-летия Победы ул., д. 63|Постамат|Постамат: PickPoint: 2301-034: Военторг-Пятерочка|Ежедневно: 8-22|45.056057|39.018214
4701-057|город Сертолово,Ленинградская обл., Ларина ул., д. 2А|Постамат|Постамат: PickPoint: 4701-057: Военторг-Пятерочка|Ежедневно: 8-22|60.142626|30.208403
6101-044|город Ростов-на-Дону,Ростовская обл., Оганова ул., д. 3|Постамат|Постамат: PickPoint: 6101-044: Военторг-Пятерочка|Ежедневно: 8-22|47.26424|39.66591
2361-004|город Армавир,Краснодарский край, Советской Армии ул., д. 218|Постамат|Постамат: PickPoint: 2361-004: Военторг-Пятерочка|Ежедневно: 8-22|44.978623|41.117684
6301-048|город Самара,Самарская обл., Зои Космодемьянской ул., д. 21|Постамат|Постамат: PickPoint: 6301-048: Зоомагазин|Ежедневно: 9-20|53.261313|50.225832
7415-049|город Магнитогорск,Челябинская обл., Строителей ул., д. 41|Постамат|Постамат: PickPoint: 7415-049: Магазин Северный|Ежедневно: 9-22|53.426751|58.995895
3701-017|город Иваново,Ивановская обл., Карла Маркса ул., д. 3|Постамат|Постамат: PickPoint: 3701-017: Лента|Круглосуточно|57.01676|40.974058
0611-002|город Назрань,Ингушская респ., Бакинская ул., д. 65Б|Постамат|Постамат: PickPoint: 0611-002: ТЦ Строймаркет|Ежедневно: 9-19|43.200997|44.782513
7802-279|город Санкт-Петербург,Ленинградская обл., Пушкинская ул., д. 10|ПВЗ|ПВЗ: PickPoint: 7802-279|Пн-Сб: 10-20; Вс: Выходной|59.929492|30.35741
7805-488|город Санкт-Петербург,Ленинградская обл., Богатырский пр-кт, д. 49, к. 1|Постамат|Постамат: Халва: 7805-488|Ежедневно: 11-20|60.00594|30.223575
2915-018|город Северодвинск,Архангельская обл., Труда пр-кт, д. 44|Постамат|Постамат: Халва: 2915-018: Совкомбанк|Пн-Пт: 10-19 (обед: 14-15); Сб-Вс: Выходной|64.55455|39.800748
1005-045|город Петрозаводск,Карелия респ., Ленина пр-кт, д. 13|Постамат|Постамат: Халва: 1005-045: Совкомбанк|Пн-Пт: 10-20; Сб: 10-17; Вс: Выходной|61.791285|34.367482
6015-019|город Великие Луки,Псковская обл., Ленина пр-кт, д. 34|Постамат|Постамат: Халва: 6015-019: Совкомбанк|Пн-Пт: 9-19; Сб-Вс: 10-17|56.342993|30.521776
7205-084|город Тюмень,Тюменская обл., Беляева ул., д. 33, к. 2|Постамат|Постамат: Халва: 7205-084: Аптека|Пн-Пт: 8-21; Сб-Вс: 9-21|57.176748|65.651324
4805-058|город Липецк,Липецкая обл., Белянского ул., д. 4|Постамат|Постамат: Халва: 4805-058: Магнит|Ежедневно: 8-22|52.604698|39.498403
6635-008|город Каменск-Уральский,Свердловская обл., Кутузова ул., д. 40|Постамат|Постамат: PickPoint: 6635-008: ТЦ Купеческий|Ежедневно: 10-20|56.387043|61.918068
3801-015|город Иркутск,Иркутская обл., 2-я Железнодорожная ул.,д. 25/1|Постамат|Постамат: PickPoint: 3801-015: ТЦ Экспресс|Круглосуточно|52.28492|104.248036
5901-031|город Пермь,Пермский край, Лодыгина ул., д. 9|Постамат|Постамат: PickPoint: 5901-031: ТДЦ Навигатор|Ежедневно: 10-20|57.966748|56.238016
6701-005|город Смоленск,Смоленская обл., Гагарина пр-кт, д. 22|Постамат|Постамат: PickPoint: 6701-005: ТЦ Зебра|Ежедневно: 9-20|54.768526|32.044891
6201-007|город Рязань,Рязанская обл., Гоголя ул., д. 40|Постамат|Постамат: PickPoint: 6201-007: Дикси|Ежедневно: 10-22|54.602966|39.715633
4801-005|город Липецк,Липецкая обл., Космонавтов ул., д. 110|Постамат|Постамат: PickPoint: 4801-005: ТЦ Торнадо|Ежедневно: 9-22|52.605167|39.539419
5002-854|город Домодедово,Московская обл., Речная ул., д. 5|ПВЗ|ПВЗ: PickPoint: 5002-854|Пн-Пт: 10-20; Сб-Вс: 10-19|55.449174|37.740309
2612-019|город Пятигорск,Ставропольский край, Февральская ул., д. 54|ПВЗ|ПВЗ: Ozon: 2612-019: ТЦ Машук|Ежедневно: 9-20|44.038312|43.035765
9902-017|город Москва,Московская обл., Рублевское шоссе, д. 22, к. 1|ПВЗ|ПВЗ: Ozon: 9902-017|Ежедневно: 10-22|55.743234|37.427816
0301-011|город Улан-Удэ,Бурятия респ., 110-й мкр., 11 зд|Постамат|Постамат: PickPoint: 0301-011: ТЦ Мед|Ежедневно: 10-22|51.777895|107.577153
7805-489|город Санкт-Петербург,Ленинградская обл., Энергетиков пр-кт, д. 8, к. 1|Постамат|Постамат: PickPoint: 7805-489: Фикс-Прайс|Ежедневно: 9-21|59.937851|30.434643
2302-152|город Краснодар,Краснодарский край, Гидростроителей ул., д. 62, к. 2|ПВЗ|ПВЗ: PickPoint: 2302-152|Ежедневно: 10-21|45.002656|39.085663
5002-856|город Реутов,Московская обл., Октября ул., д. 24|ПВЗ|ПВЗ: Ozon: 5002-856|Ежедневно: 10-21|55.753635|37.870592
9902-019|город Москва,Московская обл., Полярная ул., д. 27, к. 4|ПВЗ|ПВЗ: Ozon: 9902-019|Ежедневно: 10-22|55.883479|37.635628
2505-040|город Владивосток,Приморский край, Никифорова ул., д. 6А|Постамат|Постамат: Халва: 2505-040: Винлаб|Ежедневно: 9-22|43.091332|131.954152
